"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty","population","sp500","log_pop","log_RMHI"
1990,"M12","December",5.3,"MD",4,1,202.67,38857,72609,9.9,4799770,-6.56,15.3840785580634,11.1928441600718
1991,"M12","December",6.4,"MD",4,1,209.73,36952,66625,9.1,4867641,26.31,15.3981199834515,11.1068351614681
1992,"M12","December",6.1,"MD",4,1,211.91,37203,65450,11.8,4923368,4.46,15.4095034071146,11.089041771338
1993,"M12","December",5.3,"MD",4,1,213.44,39939,68536,9.7,4971889,7.06,15.4193104063434,11.1351144336439
1994,"M12","December",4.5,"MD",4,1,208.01,39198,65888,10.7,5023060,-1.54,15.4295498677136,11.0957116098275
1995,"M12","December",4.7,"MD",4,1,215.11,41041,67363,10.1,5070033,34.11,15.4388578844219,11.1178511847416
1996,"M12","December",4.6,"MD",4,1,216.03,43993,70336,10.3,5111986,20.26,15.4470985363816,11.1610390377633
1997,"M12","December",4.6,"MD",4,1,220.14,46685,73060,8.4,5157328,31.01,15.4559291738804,11.1990363003493
1998,"M12","December",3.5,"MD",4,1,226.26,50016,77227,7.2,5204464,26.67,15.4650272768228,11.2545044158004
1999,"M12","December",3,"MD",4,1,234.03,52205,78926,7.3,5254509,19.53,15.4745971231039,11.2762659836025
2000,"M12","December",3.3,"MD",4,1,249.38,54535,79743,7.4,5311034,-10.14,15.4852971011916,11.2865642425
2001,"M12","December",4.3,"MD",4,1,271.24,53530,76107,7.2,5374691,-13.04,15.4972116419534,11.2398955238508
2002,"M12","December",4.2,"MD",4,1,302.15,56407,78953,7.4,5440389,-23.37,15.5093611236285,11.2766080176952
2003,"M12","December",4.1,"MD",4,1,341.69,52314,71598,8.6,5496269,26.38,15.5195800563736,11.1788224195977
2004,"M12","December",4,"MD",4,1,408.12,57103,76096,9.9,5546935,8.99,15.5287560809229,11.2397509800505
2005,"M12","December",3.5,"MD",4,1,494.72,60512,77997,9.7,5592379,3,15.5369153359926,11.2644256433936
2006,"M12","December",3.5,"MD",4,1,532.67,63668,79488,8.4,5627367,13.62,15.5431522175433,11.2833613458531
2007,"M12","December",3.1,"MD",4,1,524.51,65630,79678,8.8,5653408,3.53,15.5477691071199,11.2857487915419
2008,"M12","December",5.4,"MD",4,1,471.03,63711,74487,8.7,5684965,-38.49,15.5533355285955,11.218379892497
2009,"M12","December",7.3,"MD",4,1,429.38,64186,75305,9.6,5730388,23.45,15.5612938001855,11.2293018126459
2010,"M12","December",7.2,"MD",4,1,422.07,64201,74100,10.9,5785982,12.78,15.5709486535559,11.2131708112842
2010,"M12","December",7.2,"MD",4,1,422.07,64201,74100,10.9,5788642,12.78,15.5714082797255,11.2131708112842
2011,"M12","December",6.8,"MD",4,1,409.06,68876,77066,9.3,5838991,0,15.5800685659047,11.2524174765558
2012,"M12","December",6.7,"MD",4,1,406,71836,78711,9.9,5887072,13.41,15.5882693182736,11.2735381959218
2013,"M12","December",5.8,"MD",4,1,412.5,69353,74881,10.5,5923704,29.6,15.5944724868824,11.2236554657632
2014,"M12","December",5.2,"MD",4,1,426.92,76165,80867,9.8,5958165,11.39,15.6002731057289,11.300561108827
2015,"M12","December",4.4,"MD",4,1,434.1,73594,78002,9.6,5986717,-0.73,15.6050537397073,11.2644897463686
2016,"M12","December",4.1,"MD",4,1,450.08,73760,77183,7.1,6004692,9.54,15.6080517215896,11.2539345045098
2017,"M12","December",4,"MD",4,1,465.3,82093,84094,7.6,6024891,19.42,15.611409945891,11.3396904997774
2018,"M12","December",3.6,"MD",4,1,473.54,86223,86223,8,6042718,-6.24,15.6143644686914,11.364692242407
1984,"M12","December",5.5,"ME",4,1,141.12,20648,47663,13,1155635,1.4,13.9601605344122,10.7719106945383
1985,"M12","December",5.3,"ME",4,1,165.59,20519,45793,11.9,1162936,26.33,13.966458399892,10.7318865199933
1986,"M12","December",4.8,"ME",4,1,190.16,23424,51377,10.2,1170126,14.62,13.9726219932832,10.8469458804812
1987,"M12","December",3.8,"ME",4,1,222.51,23600,50042,11.7,1184574,2.03,13.9848937742471,10.8206179318077
1988,"M12","December",3.3,"ME",4,1,239.16,26402,54031,13.2,1203840,12.4,14.0010270056547,10.897313234903
1989,"M12","December",4.4,"ME",4,1,247.7,28221,55335,10.4,1219961,27.25,14.0143294489854,10.9211608986989
1990,"M12","December",6.8,"ME",4,1,238.18,27464,51320,13.1,1231719,-6.56,14.0239213126448,10.8458358187296
1991,"M12","December",7.4,"ME",4,1,233.55,27868,50247,14.1,1237081,26.31,14.0282651302333,10.8247061226466
1992,"M12","December",7.2,"ME",4,1,232.79,29617,52105,13.5,1238508,4.46,14.0294179873174,10.8610161924265
1993,"M12","December",7.3,"ME",4,1,232.79,27438,47084,15.4,1242302,7.06,14.0324766681176,10.7596885195324
1994,"M12","December",6.3,"ME",4,1,221.75,30316,50958,9.4,1242662,-1.54,14.0327664107477,10.8387570430081
1995,"M12","December",5.5,"ME",4,1,231.49,33858,55573,11.2,1243480,34.11,14.0334244584614,10.9254527507804
1996,"M12","December",4.8,"ME",4,1,237.29,34696,55472,11.2,1249060,20.26,14.0379018263847,10.9236336679248
1997,"M12","December",4.9,"ME",4,1,244.9,32772,51287,10.1,1254774,31.01,14.0424660346505,10.8451925877387
1998,"M12","December",4,"ME",4,1,257.05,35640,55030,10.4,1259127,26.67,14.0459291816484,10.9156337700538
1999,"M12","December",3.7,"ME",4,1,273.41,38862,58754,10.6,1266808,19.53,14.0520109087514,10.9811145147951
2000,"M12","December",3.1,"ME",4,1,299.36,37266,54492,10.1,1277072,-10.14,14.0600805155709,10.905809180886
2001,"M12","December",4,"ME",4,1,328.11,36612,52054,10.3,1285692,-13.04,14.0668076527616,10.8600369202738
2002,"M12","December",4.6,"ME",4,1,362.14,36853,51583,13.4,1295960,-23.37,14.0747622912205,10.8509474398223
2003,"M12","December",4.8,"ME",4,1,399.47,37113,50793,11.6,1306513,26.38,14.0828723141421,10.8355138287963
2004,"M12","December",4.7,"ME",4,1,449.53,41329,55076,11.6,1313688,8.99,14.0883490069103,10.9164693285643
2005,"M12","December",4.5,"ME",4,1,492.7,43923,56615,12.6,1318787,3,14.092222932685,10.9440292467481
2006,"M12","December",4.4,"ME",4,1,505.06,45642,56983,10.2,1323619,13.62,14.0958802097165,10.9505082567186
2007,"M12","December",4.7,"ME",4,1,508.41,47894,58146,10.9,1327040,3.53,14.0984614560402,10.9707123679626
2008,"M12","December",6.8,"ME",4,1,487.02,47228,55216,12,1330509,-38.49,14.1010721337513,10.9190080453378
2009,"M12","December",8.1,"ME",4,1,464.55,47502,55730,11.4,1329590,23.45,14.1003811819961,10.9282738805636
2010,"M12","December",8,"ME",4,1,462.16,47931,55321,12.6,1327567,12.78,14.0988585016344,10.9209078622603
2010,"M12","December",8,"ME",4,1,462.16,47931,55321,12.6,1327632,12.78,14.0989074621831,10.9209078622603
2011,"M12","December",7.6,"ME",4,1,453.63,49693,55602,13.4,1328150,0,14.0992975544472,10.9259744508147
2012,"M12","December",7.1,"ME",4,1,446.2,49158,53863,12.8,1327691,13.41,14.0989519012213,10.8941990647773
2013,"M12","December",6.1,"ME",4,1,445.52,54957,59338,11.4,1328196,29.6,14.0993321884896,10.9910051891986
2014,"M12","December",4.9,"ME",4,1,457.67,51710,54902,14.6,1330760,11.39,14.1012607655662,10.9133050567066
2015,"M12","December",3.8,"ME",4,1,472.63,50756,53796,12.3,1328484,-0.73,14.0995490004512,10.8929543939434
2016,"M12","December",3.4,"ME",4,1,497.18,50856,53216,12.7,1331370,9.54,14.1017190452225,10.8821143819927
2017,"M12","December",3,"ME",4,1,521.56,53316,54616,12.4,1335063,19.42,14.1044890397143,10.9080821590981
2018,"M12","December",3.1,"ME",4,1,548.46,58663,58663,11.6,1338404,-6.24,14.1069884172934,10.979564483399
1984,"M12","December",10.5,"MI",4,1,97.51,22965,53012,16.7,9049452,1.4,16.0182147613565,10.8782735820006
1985,"M12","December",8.4,"MI",4,1,103.82,24242,54102,14.5,9076293,26.33,16.0211764073048,10.898626432728
1986,"M12","December",7.8,"MI",4,1,114.58,26605,58354,13.9,9127775,14.62,16.0268325207899,10.9742831872075
1987,"M12","December",7.8,"MI",4,1,126.12,27702,58740,12.2,9187481,2.03,16.0333523544739,10.9808762047526
1988,"M12","December",6.8,"MI",4,1,134.5,29472,60314,12.1,9217998,12.4,16.0366684352958,11.0073195282384
1989,"M12","December",7.3,"MI",4,1,143.24,30775,60342,13.2,9253295,27.25,16.0404902622749,11.0077836576725
1990,"M12","December",8,"MI",4,1,148.99,29937,55941,14.3,9311319,-6.56,16.0467413148358,10.9320528428922
1991,"M12","December",8.9,"MI",4,1,155.87,32117,57908,14.1,9400446,26.31,16.0562676929232,10.9666108232739
1992,"M12","December",7.6,"MI",4,1,160.58,32267,56767,13.6,9479065,4.46,16.0645962406751,10.946710449956
1993,"M12","December",6.6,"MI",4,1,165.26,32662,56048,15.4,9540114,7.06,16.0710159930386,10.9339637454373
1994,"M12","December",4.5,"MI",4,1,175.43,35284,59309,14.1,9597737,-1.54,16.0770378994829,10.9905163441275
1995,"M12","December",4.4,"MI",4,1,188.47,36426,59788,12.2,9676211,34.11,16.0851809570059,10.9985602509057
1996,"M12","December",4.5,"MI",4,1,203.62,39225,62713,11.2,9758645,20.26,16.093664116784,11.0463240416529
1997,"M12","December",3.8,"MI",4,1,218.33,38742,60630,10.3,9809051,31.01,16.0988160888397,11.0125450990658
1998,"M12","December",3.7,"MI",4,1,230.84,41821,64574,11,9847942,26.67,16.1027730573084,11.075567131975
1999,"M12","December",3.2,"MI",4,1,247.44,46089,69680,9.7,9897116,19.53,16.1077539595336,11.1516686115264
2000,"M12","December",3.7,"MI",4,1,264.95,45512,66549,9.9,9952450,-10.14,16.1133293099806,11.1056937974143
2001,"M12","December",6,"MI",4,1,278.48,45047,64046,9.4,9991120,-13.04,16.1172072564528,11.0673568541647
2002,"M12","December",6.1,"MI",4,1,289.49,42715,59788,11.6,10015710,-23.37,16.1196654182287,10.9985602509057
2003,"M12","December",6.4,"MI",4,1,300.88,45022,61618,11.4,10041152,26.38,16.1222024066815,11.0287093146294
2004,"M12","December",7,"MI",4,1,312.56,42256,56311,13.3,10055315,8.99,16.1236119083959,10.938645176926
2005,"M12","December",6.4,"MI",4,1,318.75,45933,59205,12,10051137,3,16.1231963203985,10.9887612767651
2006,"M12","December",6.7,"MI",4,1,311.41,48647,60735,13.3,10036081,13.62,16.1216972573805,11.0142754171344
2007,"M12","December",7.1,"MI",4,1,292.63,49370,59938,10.8,10001284,3.53,16.1182240427157,11.0010659736139
2008,"M12","December",9.2,"MI",4,1,265.82,49788,58209,13,9946889,-38.49,16.1127703969288,10.9717952609394
2009,"M12","December",13.5,"MI",4,1,244.58,45994,53961,14,9901591,23.45,16.1082060092635,10.8960168423961
2010,"M12","December",10.9,"MI",4,1,239.47,46276,53411,15.7,9877574,12.78,16.1057774930139,10.8857719962441
2010,"M12","December",10.9,"MI",4,1,239.47,46276,53411,15.7,9877535,12.78,16.1057735446681,10.8857719962441
2011,"M12","December",9,"MI",4,1,232.28,48879,54691,15,9881521,0,16.1061770052438,10.9094544410521
2012,"M12","December",8.7,"MI",4,1,234.19,50015,54802,13.7,9896930,13.41,16.1077351660035,10.9114819686205
2013,"M12","December",7.5,"MI",4,1,249.88,56567,61076,12.7,9913349,29.6,16.1093927906901,11.0198742693034
2014,"M12","December",5.6,"MI",4,1,267.89,52005,55215,14.8,9930589,11.39,16.1111303494687,10.9189899344812
2015,"M12","December",4.6,"MI",4,1,281.23,54203,57450,12.8,9932573,-0.73,16.1113301162538,10.9586702832769
2016,"M12","December",4.6,"MI",4,1,297.59,57091,59740,11.1,9951890,9.54,16.1132730408453,10.9977570917701
2017,"M12","December",4.4,"MI",4,1,319.01,56405,57780,11.5,9976447,19.42,16.1157375728763,10.9643979740202
2018,"M12","December",4,"MI",4,1,338.85,60449,60449,10.5,9995915,-6.24,16.1176870674995,11.0095553133089
1984,"M12","December",6,"MN",4,1,115.8,24436,56407,9.1,4157706,1.4,15.2404740378295,10.9403485432599
1985,"M12","December",6,"MN",4,1,120.01,23856,53240,12.6,4184302,26.33,15.2468504618544,10.882565272509
1986,"M12","December",4.8,"MN",4,1,124.04,26443,57999,12.5,4205212,14.62,15.2518352662896,10.9681810480006
1987,"M12","December",4.3,"MN",4,1,129.23,28082,59545,11.3,4235136,2.03,15.2589259988939,10.9944876082021
1988,"M12","December",4,"MN",4,1,134.22,29087,59526,11.6,4296166,12.4,15.2732335550202,10.994168470878
1989,"M12","December",4.5,"MN",4,1,139.19,30185,59186,11.2,4338057,27.25,15.2829371099783,10.9884403064183
1990,"M12","December",4.9,"MN",4,1,140,31465,58796,12,4389857,-6.56,15.2948072104889,10.9818291043619
1991,"M12","December",4.9,"MN",4,1,146.01,29479,53151,12.9,4440859,26.31,15.3063583841643,10.8808921982685
1992,"M12","December",4.9,"MN",4,1,150.23,30981,54504,13,4495572,4.46,15.3186034702947,10.9060293724535
1993,"M12","December",4.3,"MN",4,1,156.56,33682,57799,11.6,4555954,7.06,15.3319455069223,10.9647267534727
1994,"M12","December",3.7,"MN",4,1,162.17,33644,56553,11.7,4610355,-1.54,15.3438154185156,10.942933530535
1995,"M12","December",3.7,"MN",4,1,171.93,37933,62262,9.2,4660180,34.11,15.3545646319653,11.0391065668333
1996,"M12","December",3.6,"MN",4,1,179.17,40991,65536,9.8,4712827,20.26,15.3657984982515,11.0903548889591
1997,"M12","December",2.7,"MN",4,1,189.32,42564,66611,9.6,4763390,31.01,15.3764701575982,11.1066250080554
1998,"M12","December",2.5,"MN",4,1,200.18,47926,74000,10.3,4813412,26.67,15.3869167461176,11.2118203721863
1999,"M12","December",2.7,"MN",4,1,219.01,47038,71115,7.3,4873481,19.53,15.3993190241163,11.1720535640043
2000,"M12","December",3.1,"MN",4,1,242.26,54251,79328,5.7,4933692,-10.14,15.4115981501262,11.2813464348349
2001,"M12","December",4.3,"MN",4,1,266.61,52681,74900,7.4,4982796,-13.04,15.4215017372323,11.2239091695053
2002,"M12","December",4.3,"MN",4,1,289.86,54622,76454,6.5,5018935,-23.37,15.4287283177662,11.2444445317674
2003,"M12","December",4.8,"MN",4,1,315.12,52823,72294,7.4,5053572,26.38,15.4356058779466,11.1884964171513
2004,"M12","December",4.2,"MN",4,1,341.07,56104,74765,7,5087713,8.99,15.4423389751784,11.2221051400179
2005,"M12","December",4,"MN",4,1,365.29,54215,69880,8.1,5119598,3,15.4485864783082,11.154534764248
2006,"M12","December",4.2,"MN",4,1,369.48,56211,70178,8.2,5163555,13.62,15.4571358537266,11.1587901505835
2007,"M12","December",4.8,"MN",4,1,358.45,58058,70485,9.3,5207203,3.53,15.4655534173655,11.163155200205
2008,"M12","December",6.6,"MN",4,1,337.31,54925,64215,9.9,5247018,-38.49,15.4731704731947,11.0699921072472
2009,"M12","December",7.5,"MN",4,1,315.49,56090,65806,11.1,5281203,23.45,15.4796644706397,11.0944662985666
2010,"M12","December",7,"MN",4,1,310.73,52321,60388,10.8,5310584,12.78,15.4852123683382,11.0085456886876
2010,"M12","December",7,"MN",4,1,310.73,52321,60388,10.8,5310843,12.78,15.4852611376797,11.0085456886876
2011,"M12","December",5.7,"MN",4,1,297.71,57820,64695,10,5345668,0,15.491797071246,11.0774391977501
2012,"M12","December",5.3,"MN",4,1,298.04,61795,67709,10,5376550,13.41,15.4975574624998,11.1229743895034
2013,"M12","December",4.5,"MN",4,1,312.07,64324,69451,11,5413693,29.6,15.5044420427093,11.1483767469269
2014,"M12","December",3.8,"MN",4,1,326.18,67244,71395,8.3,5451522,11.39,15.511405393707,11.1759831178644
2015,"M12","December",3.7,"MN",4,1,339.93,68730,72847,7.8,5482503,-0.73,15.5170723064697,11.1961166302675
2016,"M12","December",4,"MN",4,1,357.39,70218,73477,8.7,5523409,9.54,15.5245058000976,11.2047277110596
2017,"M12","December",3.2,"MN",4,1,379.73,69975,71681,8.5,5568155,19.42,15.5325743182526,11.1799809984444
2018,"M12","December",3.3,"MN",4,1,400.14,71817,71817,7.9,5611179,-6.24,15.5402714158461,11.1818764958132
1984,"M12","December",6.6,"MO",4,1,118.94,20775,47956,14.5,4975278,1.4,15.4199918064106,10.7780392028275
1985,"M12","December",5.7,"MO",4,1,126.52,21939,48962,13.7,5000268,26.33,15.4250020689619,10.7987997660251
1986,"M12","December",5.5,"MO",4,1,134.06,21925,48089,14.4,5023068,14.62,15.429551460367,10.7808087397116
1987,"M12","December",5.1,"MO",4,1,140.83,23720,50296,14,5056696,2.03,15.4362238635627,10.8256808300629
1988,"M12","December",5.6,"MO",4,1,143.76,23443,47976,12.7,5081736,12.4,15.441163493461,10.7784561648483
1989,"M12","December",5.2,"MO",4,1,146.72,26497,51954,12.6,5095830,27.25,15.44393311618,10.8581139906759
1990,"M12","December",6.5,"MO",4,1,145.7,27332,51073,13.4,5128880,-6.56,15.4503978697241,10.8410112608183
1991,"M12","December",5.9,"MO",4,1,150.2,27926,50351,14.8,5170800,26.31,15.4585379733919,10.8267737589227
1992,"M12","December",5.9,"MO",4,1,153.33,27361,48136,15.7,5217101,4.46,15.4674524416024,10.7817856169002
1993,"M12","December",5.3,"MO",4,1,156.79,28682,49219,16.1,5271175,7.06,15.4777638558174,10.8040350067943
1994,"M12","December",4.5,"MO",4,1,164.37,30190,50747,15.6,5324497,-1.54,15.4878288050042,10.8346077818563
1995,"M12","December",4,"MO",4,1,172.17,34825,57161,9.4,5378247,34.11,15.4978730426105,10.9536271266423
1996,"M12","December",4.6,"MO",4,1,179.56,34265,54783,9.5,5431553,20.26,15.5077356547021,10.9111352058301
1997,"M12","December",4,"MO",4,1,186.91,36553,57204,11.8,5481193,31.01,15.5168333359608,10.9543791049928
1998,"M12","December",3.2,"MO",4,1,194.3,40201,62072,9.8,5521765,26.67,15.5242081135221,11.0360502805738
1999,"M12","December",2.8,"MO",4,1,204.16,41383,62565,11.7,5561948,19.53,15.5314589645774,11.0439612952992
2000,"M12","December",4,"MO",4,1,216.62,45097,65943,9.2,5607285,-10.14,15.5395772031345,11.0965460114962
2001,"M12","December",4.9,"MO",4,1,229.14,41339,58774,9.7,5641142,-13.04,15.545597085247,10.981454859227
2002,"M12","December",5.2,"MO",4,1,241.77,42776,59873,9.9,5674825,-23.37,15.5515502838519,10.9999809312326
2003,"M12","December",5.1,"MO",4,1,254.32,43762,59893,10.7,5709403,26.38,15.557625022751,11.000314915839
2004,"M12","December",5.7,"MO",4,1,270.28,42137,56152,12.2,5747741,8.99,15.5643174660148,10.9358175784103
2005,"M12","December",4.6,"MO",4,1,286.99,42986,55407,11.6,5790300,3,15.5716946616784,10.922461218544
2006,"M12","December",4.6,"MO",4,1,296.35,44579,55656,11.4,5842704,13.62,15.5807042613453,10.9269451676035
2007,"M12","December",5.4,"MO",4,1,297.84,46005,55852,12.8,5887612,3.53,15.5883610404804,10.9304606140621
2008,"M12","December",7.4,"MO",4,1,289.98,46038,53825,13.3,5923916,-38.49,15.5945082746609,10.8934933222326
2009,"M12","December",9.4,"MO",4,1,279.53,48769,57217,15.5,5961088,23.45,15.6007635727168,10.9546063360091
2010,"M12","December",9.2,"MO",4,1,276.62,45817,52881,15,5996231,12.78,15.6066416631463,10.8757993850881
2010,"M12","December",9.2,"MO",4,1,276.62,45817,52881,15,5995976,12.78,15.6065991355282,10.8757993850881
2011,"M12","December",7.3,"MO",4,1,270.5,45774,51217,15.4,6009641,0,15.6088755709502,10.8438267871674
2012,"M12","December",6.6,"MO",4,1,268.97,49764,54527,15.2,6024081,13.41,15.6112754945866,10.9064512708189
2013,"M12","December",6.1,"MO",4,1,268.68,46303,49994,17.5,6040658,29.6,15.6140235043748,10.8196582772097
2014,"M12","December",5.1,"MO",4,1,278.52,56630,60126,10.4,6056293,11.39,15.6166084546992,11.0041976392864
2015,"M12","December",4.1,"MO",4,1,289.13,59196,62742,9.8,6071745,-0.73,15.6191566011283,11.0467863588266
2016,"M12","December",3.9,"MO",4,1,302.07,55016,57569,13,6087203,9.54,15.6216992566818,10.9607395073609
2017,"M12","December",3.3,"MO",4,1,316.42,56530,57908,11.4,6108612,19.42,15.625210136765,10.9666108232739
2018,"M12","December",3,"MO",4,1,334.6,61726,61726,12.4,6126452,-6.24,15.628126347525,11.0304605149732
1984,"M12","December",9.4,"MS",4,1,114.43,15430,35618,25.1,2578051,1.4,14.7625442450629,10.480606407036
1985,"M12","December",9.9,"MS",4,1,123.24,16413,36630,25.1,2588102,26.33,14.7664353465001,10.5086228557729
1986,"M12","December",10.6,"MS",4,1,125.09,16513,36219,26.6,2593597,14.62,14.7685562732695,10.4973391220005
1987,"M12","December",8.2,"MS",4,1,123.74,18513,39255,25,2588545,2.03,14.7666064997586,10.5778341036324
1988,"M12","December",8.1,"MS",4,1,124.58,18166,37176,27.2,2580352,12.4,14.7634363817,10.5234186707648
1989,"M12","December",7,"MS",4,1,125.04,19917,39053,22,2574269,27.25,14.7610761682823,10.5726749769008
1990,"M12","December",7.9,"MS",4,1,124.83,20178,37705,25.7,2578897,-6.56,14.7628723461055,10.5375479906367
1991,"M12","December",7.4,"MS",4,1,129.9,19475,35114,23.7,2598733,26.31,14.7705345765264,10.4663551903292
1992,"M12","December",6.7,"MS",4,1,133.33,20570,36188,24.6,2623734,4.46,14.7801090519564,10.4964828511456
1993,"M12","December",5.6,"MS",4,1,138.79,22191,38080,24.7,2655100,7.06,14.7919928767323,10.5474444889053
1994,"M12","December",5.3,"MS",4,1,146.84,25400,42695,19.9,2688992,-1.54,14.8046769601629,10.6618370963417
1995,"M12","December",5.7,"MS",4,1,153.94,26538,43559,23.5,2722659,34.11,14.8171195342878,10.6818716199422
1996,"M12","December",5.4,"MS",4,1,159.72,26677,42651,20.6,2748085,20.26,14.8264148634326,10.6608059993038
1997,"M12","December",4.9,"MS",4,1,166.18,28499,44600,16.7,2777004,31.01,14.8368832066912,10.7054891380082
