"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty"
1984,"M12","December","9.3","AK",4,"1","153.82","32,356","74,689",9.6
1985,"M12","December","10.1","AK",4,"1","143.07","34,782","77,625",8.7
1986,"M12","December","11.0","AK",4,"1","138.24","31,356","68,775",11.4
1987,"M12","December","9.5","AK",4,"1","106.02","33,233","70,468",12
1988,"M12","December","8.0","AK",4,"1","133.16","33,103","67,745",11
1989,"M12","December","7.1","AK",4,"1","102.92","36,006","70,599",10.5
1990,"M12","December","7.5","AK",4,"1","120.33","39,298","73,433",11.4
1991,"M12","December","9.5","AK",4,"1","132.41","40,612","73,224",11.8
1992,"M12","December","8.3","AK",4,"1","136.92","41,802","73,541",10.2
1993,"M12","December","7.6","AK",4,"1","140.23","42,931","73,670",9.1
1994,"M12","December","7.5","AK",4,"1","145.6","45,367","76,258",10.2
1995,"M12","December","7.9","AK",4,"1","152.41","47,954","78,710",7.1
1996,"M12","December","7.8","AK",4,"1","160.09","52,779","84,383",8.2
1997,"M12","December","6.7","AK",4,"1","164.37","47,994","75,109",8.8
1998,"M12","December","6.5","AK",4,"1","168.25","50,692","78,271",9.4
1999,"M12","December","6.4","AK",4,"1","173.52","51,396","77,703",7.6
2000,"M12","December","6.5","AK",4,"1","177.18","52,847","77,275",7.6
2001,"M12","December","6.8","AK",4,"1","186.97","57,363","81,556",8.5
2002,"M12","December","7.7","AK",4,"1","196.15","52,774","73,868",8.8
2003,"M12","December","8.0","AK",4,"1","213.08","51,837","70,945",9.6
2004,"M12","December","7.3","AK",4,"1","233.32","55,063","73,378",9.1
2005,"M12","December","7.1","AK",4,"1","264.88","55,891","72,041",10
2006,"M12","December","6.6","AK",4,"1","282.6","56,418","70,437",8.9
2007,"M12","December","6.5","AK",4,"1","287.68","62,993","76,477",7.6
2008,"M12","December","7.0","AK",4,"1","287.09","63,989","74,812",8.2
2009,"M12","December","8.0","AK",4,"1","285.12","61,604","72,275",11.7
2010,"M12","December","8.0","AK",4,"1","285.43","57,848","66,767",12.5
2011,"M12","December","7.8","AK",4,"1","287.73","57,431","64,260",11.7
2012,"M12","December","7.2","AK",4,"1","290.18","63,648","69,739",10
2013,"M12","December","7.0","AK",4,"1","298.49","72,472","78,249",9.7
2014,"M12","December","6.6","AK",4,"1","305.03","67,629","71,804",11.9
2015,"M12","December","6.8","AK",4,"1","315.81","75,112","79,611",9.2
2016,"M12","December","7.1","AK",4,"1","318.98","75,723","79,237",12.6
2017,"M12","December","7.0","AK",4,"1","327.21","77,987","79,888",12.1
2017,"M12","December","7.0","AK",4,"1","327.21","77,987","79,888",14.4
2018,"M12","December","6.3","AK",4,"1","327.22","68,734","68,734",13.1
1984,"M12","December","10.1","AL",4,"1","121.52","17,310","39,958",19.1
1985,"M12","December","8.7","AL",4,"1","128.51","18,333","40,915",20.6
1986,"M12","December","9.0","AL",4,"1","136.02","19,132","41,963",23.8
1987,"M12","December","7.0","AL",4,"1","138.25","19,734","41,844",21.3
1988,"M12","December","7.1","AL",4,"1","141.45","19,948","40,823",19.3
1989,"M12","December","6.2","AL",4,"1","146.75","21,284","41,733",18.9
1990,"M12","December","6.6","AL",4,"1","147.61","23,357","43,645",19.2
1991,"M12","December","7.1","AL",4,"1","154.38","24,346","43,896",18.8
1992,"M12","December","7.1","AL",4,"1","160.07","25,808","45,403",17.3
1993,"M12","December","6.2","AL",4,"1","167.25","25,082","43,041",17.4
1994,"M12","December","5.3","AL",4,"1","171.25","27,196","45,714",16.4
1995,"M12","December","5.0","AL",4,"1","180.35","25,991","42,661",20.1
1996,"M12","December","4.7","AL",4,"1","186.11","30,302","48,447",14
1997,"M12","December","4.0","AL",4,"1","194.86","31,939","49,983",15.7
1998,"M12","December","4.1","AL",4,"1","204.3","36,266","55,997",14.5
1999,"M12","December","4.4","AL",4,"1","207.74","36,251","54,806",15.2
2000,"M12","December","4.2","AL",4,"1","214.65","35,424","51,798",13.3
2001,"M12","December","5.8","AL",4,"1","225.97","35,160","49,989",15.9
2002,"M12","December","5.7","AL",4,"1","233.58","37,603","52,633",14.5
2003,"M12","December","5.7","AL",4,"1","241.22","37,255","50,988",15
2004,"M12","December","4.9","AL",4,"1","253.3","36,629","48,812",16.9
2005,"M12","December","3.9","AL",4,"1","273.66","37,150","47,885",16.7
2006,"M12","December","3.7","AL",4,"1","293.81","37,952","47,382",14.3
2007,"M12","December","4.3","AL",4,"1","302.95","42,212","51,248",14.5
2008,"M12","December","7.6","AL",4,"1","302.91","44,476","51,999",14.3
2009,"M12","December","11.4","AL",4,"1","293.6","39,980","46,905",16.6
2010,"M12","December","9.8","AL",4,"1","286.59","40,933","47,244",17.2
2011,"M12","December","7.9","AL",4,"1","279.65","42,590","47,654",15.4
2012,"M12","December","7.2","AL",4,"1","277.24","43,464","47,624",16.2
2013,"M12","December","6.8","AL",4,"1","273.27","47,320","51,092",18.5
2014,"M12","December","5.8","AL",4,"1","280.8","42,278","44,888",17.8
2015,"M12","December","5.8","AL",4,"1","288.68","44,509","47,175",16.3
2016,"M12","December","5.4","AL",4,"1","297.16","47,221","49,412",16.2
2017,"M12","December","3.7","AL",4,"1","308.34","50,865","52,105",15.3
2017,"M12","December","3.7","AL",4,"1","308.34","50,865","52,105",15
2018,"M12","December","3.5","AL",4,"1","321.36","49,936","49,936",16
1984,"M12","December","8.3","AR",4,"1","121.41","15,674","36,181",23.9
1985,"M12","December","8.6","AR",4,"1","124.84","17,451","38,946",22.9
1986,"M12","December","8.3","AR",4,"1","128.73","18,730","41,082",21.3
1987,"M12","December","7.6","AR",4,"1","124.5","18,827","39,921",21.8
1988,"M12","December","7.1","AR",4,"1","126.68","20,172","41,282",21.6
1989,"M12","December","6.6","AR",4,"1","127.6","21,433","42,025",18.3
1990,"M12","December","7.2","AR",4,"1","128.74","22,786","42,578",19.6
1991,"M12","December","7.4","AR",4,"1","134.13","23,435","42,254",17.3
1992,"M12","December","6.5","AR",4,"1","137.59","23,882","42,015",17.5
1993,"M12","December","5.6","AR",4,"1","145.25","23,039","39,535",20
1994,"M12","December","4.7","AR",4,"1","152.54","25,565","42,972",15.3
1995,"M12","December","4.8","AR",4,"1","159.89","25,814","42,370",14.9
1996,"M12","December","5.2","AR",4,"1","164.36","27,123","43,364",17.2
1997,"M12","December","5.1","AR",4,"1","170.3","26,162","40,942",19.7
1998,"M12","December","4.8","AR",4,"1","177","27,665","42,716",14.7
1999,"M12","December","4.3","AR",4,"1","179.18","29,682","44,875",14.7
2000,"M12","December","4.1","AR",4,"1","185.45","29,697","43,424",16.5
2001,"M12","December","5.3","AR",4,"1","195.1","33,339","47,400",17.8
2002,"M12","December","5.4","AR",4,"1","202.4","32,387","45,332",19.8
2003,"M12","December","5.6","AR",4,"1","210.79","32,002","43,798",17.8
2004,"M12","December","5.4","AR",4,"1","224.53","34,984","46,620",15.1
2005,"M12","December","4.9","AR",4,"1","241.2","36,658","47,250",13.8
2006,"M12","December","5.0","AR",4,"1","253.1","37,057","46,265",17.7
2007,"M12","December","5.2","AR",4,"1","257.79","40,795","49,527",13.8
2008,"M12","December","6.6","AR",4,"1","254.97","39,586","46,282",15.3
2009,"M12","December","8.1","AR",4,"1","248.93","36,538","42,867",18.9
2010,"M12","December","8.2","AR",4,"1","245.65","38,587","44,536",15.3
2011,"M12","December","7.8","AR",4,"1","243.52","41,302","46,213",18.7
2012,"M12","December","7.4","AR",4,"1","245.57","39,018","42,752",20.1
2013,"M12","December","6.7","AR",4,"1","246.69","39,376","42,515",13.9
2014,"M12","December","5.5","AR",4,"1","253.16","44,922","47,695",18.4
2015,"M12","December","4.2","AR",4,"1","259.63","42,798","45,362",16.1
2016,"M12","December","3.6","AR",4,"1","267.12","45,907","48,037",16
2017,"M12","December","3.6","AR",4,"1","277.42","49,751","50,964",14.9
2017,"M12","December","3.6","AR",4,"1","277.42","49,751","50,964",14.8
2018,"M12","December","3.5","AR",4,"1","288.17","49,781","49,781",15.9
1984,"M12","December","5.3","AZ",4,"1","122.13","21,425","49,457",18.2
1985,"M12","December","5.9","AZ",4,"1","128.74","23,877","53,287",10.7
1986,"M12","December","6.5","AZ",4,"1","133.14","25,500","55,931",14.3
1987,"M12","December","5.7","AZ",4,"1","133.34","26,749","56,719",12.8
1988,"M12","December","5.7","AZ",4,"1","134.41","26,435","54,099",14.1
1989,"M12","December","4.5","AZ",4,"1","133.65","28,552","55,984",14.1
1990,"M12","December","4.8","AZ",4,"1","132.55","29,224","54,609",13.7
1991,"M12","December","6.8","AZ",4,"1","139.04","30,737","55,420",14.8
1992,"M12","December","6.7","AZ",4,"1","141.17","29,358","51,649",15.8
1993,"M12","December","5.6","AZ",4,"1","145.93","30,510","52,355",15.4
1994,"M12","December","5.1","AZ",4,"1","153.42","31,293","52,601",15.9
1995,"M12","December","4.9","AZ",4,"1","163.18","30,863","50,658",16.1
1996,"M12","December","5.0","AZ",4,"1","169.37","31,637","50,581",20.5
1997,"M12","December","3.9","AZ",4,"1","177.88","32,740","51,237",17.2
1998,"M12","December","4.0","AZ",4,"1","186.52","37,090","57,269",16.6
1999,"M12","December","3.7","AZ",4,"1","195.48","36,995","55,931",12.2
2000,"M12","December","3.5","AZ",4,"1","208.02","39,783","58,172",11.7
2001,"M12","December","5.3","AZ",4,"1","221.33","42,704","60,715",14.6
2002,"M12","December","5.7","AZ",4,"1","233.9","39,734","55,616",13.5
2003,"M12","December","4.9","AZ",4,"1","251.04","41,166","56,340",13.5
2004,"M12","December","4.4","AZ",4,"1","291.47","43,846","58,430",14.4
2005,"M12","December","4.2","AZ",4,"1","395.58","45,245","58,319",15.2
2006,"M12","December","3.6","AZ",4,"1","426.21","46,657","58,250",14.4
2007,"M12","December","4.2","AZ",4,"1","404.39","47,215","57,321",14.3
2008,"M12","December","7.8","AZ",4,"1","329.24","46,914","54,849",18
2009,"M12","December","10.6","AZ",4,"1","280.24","45,739","53,662",21.2
2010,"M12","December","9.6","AZ",4,"1","255.6","46,896","54,127",18.8
2011,"M12","December","8.5","AZ",4,"1","236.8","48,621","54,403",17.2
2012,"M12","December","7.7","AZ",4,"1","255.59","47,044","51,546",19
2013,"M12","December","7.0","AZ",4,"1","290.81","52,611","56,805",17.8
2014,"M12","December","6.1","AZ",4,"1","309.72","49,254","52,294",21.2
2015,"M12","December","5.4","AZ",4,"1","330.43","52,248","55,378",17.2
2016,"M12","December","4.8","AZ",4,"1","352.56","57,100","59,750",16.1
2017,"M12","December","4.5","AZ",4,"1","380.82","59,700","61,155",13.6
2017,"M12","December","4.5","AZ",4,"1","380.82","59,700","61,155",13.2
2018,"M12","December","4.7","AZ",4,"1","412.29","62,283","62,283",12.8
1984,"M12","December","7.1","CA",4,"1","122.88","25,287","58,372",13.2
1985,"M12","December","6.5","CA",4,"1","130.67","26,981","60,215",13.6
1986,"M12","December","6.0","CA",4,"1","141.15","29,010","63,629",12.7
1987,"M12","December","5.0","CA",4,"1","157.31","30,146","63,922",12.3
1988,"M12","December","4.8","CA",4,"1","187.65","30,287","61,982",13.2
1989,"M12","December","4.9","CA",4,"1","224.85","33,009","64,723",12.9
1990,"M12","December","6.6","CA",4,"1","228.75","33,290","62,206",13.9
1991,"M12","December","8.0","CA",4,"1","228.82","33,664","60,697",15.7
1992,"M12","December","9.5","CA",4,"1","222.71","34,903","61,404",16.4
1993,"M12","December","8.7","CA",4,"1","214.21","34,073","58,470",18.2
1994,"M12","December","7.3","CA",4,"1","200.93","35,331","59,388",17.9
1995,"M12","December","7.3","CA",4,"1","203.57","37,009","60,745",16.7
1996,"M12","December","6.5","CA",4,"1","201.58","38,812","62,052",16.9
1997,"M12","December","5.8","CA",4,"1","212.24","39,694","62,120",16.6
1998,"M12","December","5.4","CA",4,"1","231.65","40,934","63,204",15.4
1999,"M12","December","4.7","CA",4,"1","249.92","43,629","65,961",14
2000,"M12","December","4.4","CA",4,"1","285.32","46,816","68,456",12.7
2001,"M12","December","6.1","CA",4,"1","316.19","47,262","67,195",12.6
2002,"M12","December","6.7","CA",4,"1","358.46","47,437","66,397",13.1
2003,"M12","December","6.2","CA",4,"1","410.96","49,300","67,473",13.1
2004,"M12","December","5.7","CA",4,"1","515.57","49,222","65,594",13.2
2005,"M12","December","4.9","CA",4,"1","624.33","51,755","66,710",13.2
2006,"M12","December","4.7","CA",4,"1","641.3","55,319","69,065",12.2
2007,"M12","December","5.9","CA",4,"1","574.33","55,734","67,664",12.7
2008,"M12","December","9.0","CA",4,"1","443.81","57,014","66,658",14.6
2009,"M12","December","11.8","CA",4,"1","411.66","56,134","65,858",15.3
2010,"M12","December","12.1","CA",4,"1","404.97","54,283","62,652",16.3
2011,"M12","December","11.0","CA",4,"1","384.4","53,367","59,713",16.9
2012,"M12","December","9.6","CA",4,"1","396.99","57,020","62,477",15.9
2013,"M12","December","8.0","CA",4,"1","463.23","60,794","65,640",15.1
2014,"M12","December","6.6","CA",4,"1","501.58","60,487","64,221",15.8
2015,"M12","December","5.6","CA",4,"1","539.46","63,636","67,448",13.9
2016,"M12","December","5.1","CA",4,"1","575.39","66,637","69,729",13.9
2017,"M12","December","4.3","CA",4,"1","619.16","70,038","71,745",12.1
2017,"M12","December","4.3","CA",4,"1","619.16","70,038","71,745",12.4
2018,"M12","December","4.2","CA",4,"1","653.24","70,489","70,489",11.9
1984,"M12","December","5.5","CO",4,"1","124.23","25,801","59,558",8.9
1985,"M12","December","6.3","CO",4,"1","124.83","28,182","62,895",10.2
1986,"M12","December","8.2","CO",4,"1","128.52","27,192","59,642",13.5
1987,"M12","December","6.9","CO",4,"1","124.82","26,476","56,140",12.5
1988,"M12","December","5.7","CO",4,"1","123.59","26,214","53,647",12.5
1989,"M12","December","5.5","CO",4,"1","126.91","26,806","52,560",12.1
1990,"M12","December","4.9","CO",4,"1","129.56","30,733","57,428",13.7
1991,"M12","December","5.5","CO",4,"1","136.05","31,499","56,793",10.4
1992,"M12","December","6.0","CO",4,"1","146.98","32,484","57,148",10.8
1993,"M12","December","4.4","CO",4,"1","161.58","34,488","59,182",9.9
1994,"M12","December","3.4","CO",4,"1","179.55","37,833","63,594",9
1995,"M12","December","3.9","CO",4,"1","193.53","40,706","66,813",8.8
1996,"M12","December","3.6","CO",4,"1","203.65","40,950","65,470",10.6
1997,"M12","December","3.2","CO",4,"1","215.35","43,233","67,658",8.2
1998,"M12","December","3.1","CO",4,"1","227.86","46,599","71,951",9.2
1999,"M12","December","2.7","CO",4,"1","251.27","48,177","72,837",8.5
2000,"M12","December","2.5","CO",4,"1","280.43","48,240","70,538",9.8
2001,"M12","December","5.1","CO",4,"1","302.12","49,397","70,231",8.7
2002,"M12","December","5.6","CO",4,"1","315.38","48,294","67,597",9.8
2003,"M12","December","5.7","CO",4,"1","322.74","49,940","68,349",9.7
2004,"M12","December","5.2","CO",4,"1","335.44","50,886","67,811",10
2005,"M12","December","4.7","CO",4,"1","352.43","50,449","65,026",11.4
2006,"M12","December","3.7","CO",4,"1","360.19","55,697","69,537",9.7
2007,"M12","December","4.0","CO",4,"1","360.49","61,141","74,228",9.8
2008,"M12","December","5.6","CO",4,"1","353.98","60,943","71,251",11
2009,"M12","December","8.0","CO",4,"1","345.26","55,930","65,618",12.3
2010,"M12","December","8.8","CO",4,"1","340.28","60,233","69,520",12.3
2011,"M12","December","8.1","CO",4,"1","332.09","58,629","65,601",13.2
2012,"M12","December","7.3","CO",4,"1","339.69","57,255","62,735",11.9
2013,"M12","December","5.9","CO",4,"1","364.09","67,912","73,325",10.7
2014,"M12","December","4.1","CO",4,"1","396.64","60,940","64,702",12.3
2015,"M12","December","3.4","CO",4,"1","442.9","66,596","70,585",9.9
2016,"M12","December","2.7","CO",4,"1","486.81","70,566","73,841",8.5
2017,"M12","December","2.8","CO",4,"1","530.23","74,984","76,812",8.9
2017,"M12","December","2.8","CO",4,"1","530.23","74,984","76,812",7.7
2018,"M12","December","3.2","CO",4,"1","570.27","73,034","73,034",9.1
1984,"M12","December","4.4","CT",4,"1","141.62","29,951","69,138",6.9
1985,"M12","December","3.7","CT",4,"1","168.38","31,090","69,385",7.6
1986,"M12","December","3.4","CT",4,"1","212.25","32,721","71,769",6
1987,"M12","December","2.6","CT",4,"1","257.11","32,862","69,681",6.6
1988,"M12","December","2.6","CT",4,"1","265.5","36,213","74,109",4
1989,"M12","December","4.3","CT",4,"1","260.83","42,321","82,981",2.9
1990,"M12","December","5.1","CT",4,"1","239.92","38,870","72,633",6
1991,"M12","December","7.1","CT",4,"1","235.69","42,154","76,005",8.6
1992,"M12","December","7.3","CT",4,"1","232.7","40,841","71,851",9.8
1993,"M12","December","5.2","CT",4,"1","230.33","39,516","67,810",8.5
1994,"M12","December","5.1","CT",4,"1","217.65","41,097","69,080",10.8
1995,"M12","December","4.8","CT",4,"1","224.65","40,243","66,054",9.7
1996,"M12","December","5.3","CT",4,"1","222.95","42,119","67,339",11.7
1997,"M12","December","3.5","CT",4,"1","230.08","43,985","68,835",8.6
1998,"M12","December","2.4","CT",4,"1","242.32","46,508","71,811",9.5
1999,"M12","December","2.3","CT",4,"1","256.42","50,593","76,489",7.2
2000,"M12","December","1.8","CT",4,"1","277.89","50,172","73,363",7.7
2001,"M12","December","2.8","CT",4,"1","303.21","53,347","75,847",7.3
2002,"M12","December","4.7","CT",4,"1","334.11","53,387","74,726",8.3
2003,"M12","December","4.6","CT",4,"1","364.96","54,965","75,226",8.1
2004,"M12","December","4.2","CT",4,"1","410.61","55,100","73,427",10.1
2005,"M12","December","4.0","CT",4,"1","456.22","56,835","73,258",9.3
2006,"M12","December","3.7","CT",4,"1","467.42","62,404","77,910",8
2007,"M12","December","4.4","CT",4,"1","462.45","64,141","77,870",8.9
2008,"M12","December","6.1","CT",4,"1","433.47","64,682","75,623",8.1
2009,"M12","December","8.3","CT",4,"1","410.67","64,851","76,085",8.4
2010,"M12","December","8.7","CT",4,"1","406.45","65,998","76,174",8.6
2011,"M12","December","7.7","CT",4,"1","392.91","65,415","73,194",10.1
2012,"M12","December","7.6","CT",4,"1","384.76","64,247","70,396",10.3
2013,"M12","December","6.7","CT",4,"1","377.95","69,291","74,814",10.9
2014,"M12","December","5.6","CT",4,"1","382.44","70,161","74,492",8.6
2015,"M12","December","5.0","CT",4,"1","385.7","72,889","77,255",9.1
2016,"M12","December","4.3","CT",4,"1","392.39","75,923","79,446",9.8
2017,"M12","December","4.0","CT",4,"1","395.97","74,304","76,115",10.6
2017,"M12","December","4.0","CT",4,"1","395.97","74,304","76,115",10.9
2018,"M12","December","3.4","CT",4,"1","399.46","72,812","72,812",10.2
1984,"M12","December","5.2","DE",4,"1","134.25","25,819","59,600",10.3
1985,"M12","December","3.8","DE",4,"1","146.36","22,980","51,285",11.4
1986,"M12","December","2.6","DE",4,"1","165.54","25,626","56,207",12.4
1987,"M12","December","2.6","DE",4,"1","188.47","29,244","62,009",6.6
1988,"M12","December","2.7","DE",4,"1","207.61","30,505","62,428",8.6
1989,"M12","December","3.2","DE",4,"1","224.35","32,068","62,878",10
1990,"M12","December","6.3","DE",4,"1","224.82","30,804","57,561",6.9
1991,"M12","December","5.1","DE",4,"1","232.14","32,585","58,752",7.5
1992,"M12","December","4.4","DE",4,"1","233.85","35,678","62,767",7.8
1993,"M12","December","4.9","DE",4,"1","233.78","36,064","61,886",10.2
1994,"M12","December","3.6","DE",4,"1","226.92","35,873","60,299",8.3
1995,"M12","December","4.4","DE",4,"1","232.13","34,928","57,330",10.3
1996,"M12","December","4.6","DE",4,"1","235.58","39,309","62,847",8.6
1997,"M12","December","3.2","DE",4,"1","239.74","43,033","67,345",9.6
1998,"M12","December","2.8","DE",4,"1","246.66","41,458","64,013",10.3
1999,"M12","December","3.1","DE",4,"1","257.69","46,628","70,495",10.4
2000,"M12","December","3.5","DE",4,"1","275.19","50,365","73,646",8.4
2001,"M12","December","3.3","DE",4,"1","295.4","49,602","70,522",6.7
2002,"M12","December","3.6","DE",4,"1","321.23","49,650","69,495",9.1
2003,"M12","December","3.5","DE",4,"1","353.23","49,019","67,088",7.3
2004,"M12","December","3.6","DE",4,"1","407.08","48,049","64,031",9
2005,"M12","December","3.8","DE",4,"1","465.44","51,235","66,039",9.2
2006,"M12","December","2.9","DE",4,"1","497.28","52,438","65,468",9.3
2007,"M12","December","3.4","DE",4,"1","497.09","54,589","66,274",9.3
2008,"M12","December","6.3","DE",4,"1","470.13","50,702","59,278",9.6
2009,"M12","December","8.4","DE",4,"1","443.54","52,114","61,141",12.3
2010,"M12","December","7.6","DE",4,"1","432.15","55,214","63,727",12.2
2011,"M12","December","6.7","DE",4,"1","410.47","54,660","61,160",13.7
2012,"M12","December","6.8","DE",4,"1","404.57","48,972","53,659",13.5
2013,"M12","December","5.7","DE",4,"1","409.55","54,091","58,402",11.2
2014,"M12","December","4.6","DE",4,"1","415.8","57,522","61,073",11
2015,"M12","December","4.2","DE",4,"1","427.14","57,756","61,216",11.1
2016,"M12","December","4.1","DE",4,"1","440.6","58,046","60,740",11.6
2017,"M12","December","3.8","DE",4,"1","447.88","64,961","66,545",8.8
2017,"M12","December","3.8","DE",4,"1","447.88","64,961","66,545",9.2
2018,"M12","December","3.1","DE",4,"1","463.7","65,012","65,012",7.4
1984,"M12","December","5.8","FL",4,"1","127.05","19,785","45,671",15.1
1985,"M12","December","5.3","FL",4,"1","130.61","21,343","47,632",13.4
1986,"M12","December","5.2","FL",4,"1","136.47","22,849","50,116",11.4
1987,"M12","December","4.7","FL",4,"1","140.38","24,489","51,927",12.4
1988,"M12","December","4.9","FL",4,"1","147.13","25,406","51,993",13.6
1989,"M12","December","5.3","FL",4,"1","152.91","26,085","51,147",12.5
1990,"M12","December","6.4","FL",4,"1","153.35","26,685","49,864",14.4
1991,"M12","December","7.9","FL",4,"1","158.05","27,252","49,136",15.4
1992,"M12","December","7.2","FL",4,"1","161.36","27,349","48,114",15.6
1993,"M12","December","6.4","FL",4,"1","166.23","28,550","48,992",17.8
1994,"M12","December","5.2","FL",4,"1","164.97","29,294","49,241",14.9
1995,"M12","December","5.1","FL",4,"1","172.35","29,745","48,822",16.2
1996,"M12","December","4.6","FL",4,"1","174.53","30,641","48,989",14.2
1997,"M12","December","4.2","FL",4,"1","182.08","32,455","50,791",14.3
1998,"M12","December","3.6","FL",4,"1","190.75","34,909","53,901",13.1
1999,"M12","December","3.3","FL",4,"1","198.12","35,831","54,171",12.4
2000,"M12","December","3.3","FL",4,"1","214.4","38,856","56,817",11
2001,"M12","December","5.8","FL",4,"1","236.89","36,421","51,782",12.7
2002,"M12","December","5.2","FL",4,"1","261.87","38,024","53,222",12.6
2003,"M12","December","4.5","FL",4,"1","293.51","38,972","53,338",12.7
2004,"M12","December","4.2","FL",4,"1","351.74","40,535","54,017",11.6
2005,"M12","December","3.0","FL",4,"1","448.25","42,990","55,412",11.1
2006,"M12","December","3.2","FL",4,"1","482.55","45,676","57,026",11.5
2007,"M12","December","4.7","FL",4,"1","444.69","45,794","55,596",12.5
2008,"M12","December","8.1","FL",4,"1","346.66","44,857","52,444",13.1
2009,"M12","December","11.1","FL",4,"1","307.12","45,631","53,535",14.6
2010,"M12","December","10.7","FL",4,"1","290.76","44,066","50,860",16
2011,"M12","December","9.0","FL",4,"1","273.76","45,105","50,468",14.9
2012,"M12","December","7.8","FL",4,"1","276.49","46,071","50,480",15.3
2013,"M12","December","6.3","FL",4,"1","304.84","48,532","52,400",14.8
2014,"M12","December","5.6","FL",4,"1","330.41","46,140","48,988",16.7
2015,"M12","December","4.9","FL",4,"1","362.24","48,825","51,750",16.2
2016,"M12","December","4.5","FL",4,"1","395.64","51,176","53,551",13
2017,"M12","December","3.8","FL",4,"1","429.83","53,086","54,380",13.4
2017,"M12","December","3.8","FL",4,"1","429.83","53,086","54,380",13.7
2018,"M12","December","3.4","FL",4,"1","459.12","54,644","54,644",13.7
1984,"M12","December","5.8","GA",4,"1","129.18","19,984","46,130",16.9
1985,"M12","December","5.4","GA",4,"1","137.81","21,049","46,976",17.7
1986,"M12","December","5.2","GA",4,"1","146.03","24,370","53,452",14.6
1987,"M12","December","5.3","GA",4,"1","152.54","26,714","56,645",14.6
1988,"M12","December","5.1","GA",4,"1","156.68","26,566","54,367",14
1989,"M12","December","4.9","GA",4,"1","161.51","27,542","54,003",15
1990,"M12","December","5.6","GA",4,"1","159.48","27,561","51,501",15.8
1991,"M12","December","4.6","GA",4,"1","163.02","27,212","49,064",17.2
1992,"M12","December","6.3","GA",4,"1","167.93","28,797","50,662",17.7
1993,"M12","December","5.2","GA",4,"1","172.54","31,663","54,334",13.5
1994,"M12","December","4.0","GA",4,"1","175.44","31,467","52,893",14
1995,"M12","December","4.4","GA",4,"1","184.92","34,099","55,969",12.1
1996,"M12","December","4.7","GA",4,"1","191.33","32,496","51,954",14.8
1997,"M12","December","4.1","GA",4,"1","201.96","36,663","57,376",14.5
1998,"M12","December","3.7","GA",4,"1","214.4","38,665","59,701",13.5
1999,"M12","December","3.5","GA",4,"1","227.18","39,425","59,605",12.8
2000,"M12","December","3.0","GA",4,"1","241.59","41,901","61,269",12.1
2001,"M12","December","4.7","GA",4,"1","258","42,576","60,533",12.9
2002,"M12","December","4.9","GA",4,"1","269.54","42,939","60,102",11.2
2003,"M12","December","4.0","GA",4,"1","278.67","42,438","58,081",11.9
2004,"M12","December","5.1","GA",4,"1","292.79","40,984","54,616",13
2005,"M12","December","4.9","GA",4,"1","309.54","45,926","59,196",14.4
2006,"M12","December","4.3","GA",4,"1","323.05","49,344","61,605",12.6
2007,"M12","December","5.0","GA",4,"1","326.83","48,641","59,053",13.6
2008,"M12","December","8.1","GA",4,"1","312.18","46,227","54,046",15.5
2009,"M12","December","10.4","GA",4,"1","291.95","43,340","50,848",18.4
2010,"M12","December","10.6","GA",4,"1","279.15","44,117","50,919",18.8
2011,"M12","December","9.7","GA",4,"1","258.48","45,973","51,440",18.4
2012,"M12","December","8.7","GA",4,"1","253.67","48,121","52,726",18.1
2013,"M12","December","7.4","GA",4,"1","266.94","46,992","50,738",18.5
2014,"M12","December","6.2","GA",4,"1","284.57","49,555","52,614",16.8
2015,"M12","December","5.4","GA",4,"1","302.52","50,768","53,809",18.1
2016,"M12","December","5.1","GA",4,"1","322.25","53,527","56,011",15.4
2017,"M12","December","4.2","GA",4,"1","343.31","57,985","59,398",13.1
2017,"M12","December","4.2","GA",4,"1","343.31","57,985","59,398",13.3
2018,"M12","December","3.8","GA",4,"1","369.96","55,821","55,821",14.8
1984,"M12","December","5.3","HI",4,"1","109.3","28,877","66,659",9.3
1985,"M12","December","4.7","HI",4,"1","117.95","28,961","64,634",10.7
1986,"M12","December","3.5","HI",4,"1","124.08","29,003","63,614",10.7
1987,"M12","December","2.8","HI",4,"1","135.87","35,022","74,261",8.8
1988,"M12","December","2.6","HI",4,"1","166.97","33,024","67,583",11.1
1989,"M12","December","2.1","HI",4,"1","203.56","35,035","68,695",11.3
1990,"M12","December","1.9","HI",4,"1","252.19","38,921","72,729",11
1991,"M12","December","2.9","HI",4,"1","264.36","37,246","67,155",7.7
1992,"M12","December","4.3","HI",4,"1","265.82","42,113","74,088",11.2
1993,"M12","December","4.2","HI",4,"1","266.75","42,662","73,208",8
1994,"M12","December","4.7","HI",4,"1","260.25","42,255","71,027",8.7
1995,"M12","December","5.4","HI",4,"1","263.01","42,851","70,334",10.3
1996,"M12","December","5.7","HI",4,"1","240.03","41,772","66,785",12.1
1997,"M12","December","5.6","HI",4,"1","229.54","40,934","64,060",13.9
1998,"M12","December","5.5","HI",4,"1","231.82","40,827","63,039",10.9
1999,"M12","December","4.4","HI",4,"1","224.68","44,504","67,284",10.8
2000,"M12","December","3.6","HI",4,"1","239.46","51,546","75,373",8.9
2001,"M12","December","4.9","HI",4,"1","259.05","47,439","67,447",11.4
