"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty","population","sp500"
1984,"M12","December","9.3","AK",4,"1",153.82,32356,74689,9.6,513702,1.4
1985,"M12","December","10.1","AK",4,"1",143.07,34782,77625,8.7,532495,26.33
1986,"M12","December","11.0","AK",4,"1",138.24,31356,68775,11.4,544268,14.62
1987,"M12","December","9.5","AK",4,"1",106.02,33233,70468,12,539309,2.03
1988,"M12","December","8.0","AK",4,"1",133.16,33103,67745,11,541983,12.4
1989,"M12","December","7.1","AK",4,"1",102.92,36006,70599,10.5,547159,27.25
1990,"M12","December","7.5","AK",4,"1",120.33,39298,73433,11.4,553120,-6.56
1991,"M12","December","9.5","AK",4,"1",132.41,40612,73224,11.8,569273,26.31
1992,"M12","December","8.3","AK",4,"1",136.92,41802,73541,10.2,587073,4.46
1993,"M12","December","7.6","AK",4,"1",140.23,42931,73670,9.1,596993,7.06
1994,"M12","December","7.5","AK",4,"1",145.6,45367,76258,10.2,600624,-1.54
1995,"M12","December","7.9","AK",4,"1",152.41,47954,78710,7.1,601345,34.11
1996,"M12","December","7.8","AK",4,"1",160.09,52779,84383,8.2,604918,20.26
1997,"M12","December","6.7","AK",4,"1",164.37,47994,75109,8.8,608846,31.01
1998,"M12","December","6.5","AK",4,"1",168.25,50692,78271,9.4,615205,26.67
1999,"M12","December","6.4","AK",4,"1",173.52,51396,77703,7.6,619500,19.53
2000,"M12","December","6.5","AK",4,"1",177.18,52847,77275,7.6,627963,-10.14
2001,"M12","December","6.8","AK",4,"1",186.97,57363,81556,8.5,633714,-13.04
2002,"M12","December","7.7","AK",4,"1",196.15,52774,73868,8.8,642337,-23.37
2003,"M12","December","8.0","AK",4,"1",213.08,51837,70945,9.6,648414,26.38
2004,"M12","December","7.3","AK",4,"1",233.32,55063,73378,9.1,659286,8.99
2005,"M12","December","7.1","AK",4,"1",264.88,55891,72041,10,666946,3
2006,"M12","December","6.6","AK",4,"1",282.6,56418,70437,8.9,675302,13.62
2007,"M12","December","6.5","AK",4,"1",287.68,62993,76477,7.6,680300,3.53
2008,"M12","December","7.0","AK",4,"1",287.09,63989,74812,8.2,687455,-38.49
2009,"M12","December","8.0","AK",4,"1",285.12,61604,72275,11.7,698895,23.45
2010,"M12","December","8.0","AK",4,"1",285.43,57848,66767,12.5,713985,12.78
2010,"M12","December","8.0","AK",4,"1",285.43,57848,66767,12.5,713906,12.78
2011,"M12","December","7.8","AK",4,"1",287.73,57431,64260,11.7,722038,0
2012,"M12","December","7.2","AK",4,"1",290.18,63648,69739,10,730399,13.41
2013,"M12","December","7.0","AK",4,"1",298.49,72472,78249,9.7,737045,29.6
2014,"M12","December","6.6","AK",4,"1",305.03,67629,71804,11.9,736307,11.39
2015,"M12","December","6.8","AK",4,"1",315.81,75112,79611,9.2,737547,-0.73
2016,"M12","December","7.1","AK",4,"1",318.98,75723,79237,12.6,741504,9.54
2017,"M12","December","7.0","AK",4,"1",327.21,77987,79888,12.1,739786,19.42
2017,"M12","December","7.0","AK",4,"1",327.21,77987,79888,14.4,739786,19.42
2018,"M12","December","6.3","AK",4,"1",327.22,68734,68734,13.1,737438,-6.24
1984,"M12","December","10.1","AL",4,"1",121.52,17310,39958,19.1,3951820,1.4
1985,"M12","December","8.7","AL",4,"1",128.51,18333,40915,20.6,3972523,26.33
1986,"M12","December","9.0","AL",4,"1",136.02,19132,41963,23.8,3991569,14.62
1987,"M12","December","7.0","AL",4,"1",138.25,19734,41844,21.3,4015264,2.03
1988,"M12","December","7.1","AL",4,"1",141.45,19948,40823,19.3,4023844,12.4
1989,"M12","December","6.2","AL",4,"1",146.75,21284,41733,18.9,4030222,27.25
1990,"M12","December","6.6","AL",4,"1",147.61,23357,43645,19.2,4048508,-6.56
1991,"M12","December","7.1","AL",4,"1",154.38,24346,43896,18.8,4091025,26.31
1992,"M12","December","7.1","AL",4,"1",160.07,25808,45403,17.3,4139269,4.46
1993,"M12","December","6.2","AL",4,"1",167.25,25082,43041,17.4,4193114,7.06
1994,"M12","December","5.3","AL",4,"1",171.25,27196,45714,16.4,4232965,-1.54
1995,"M12","December","5.0","AL",4,"1",180.35,25991,42661,20.1,4262731,34.11
1996,"M12","December","4.7","AL",4,"1",186.11,30302,48447,14,4290403,20.26
1997,"M12","December","4.0","AL",4,"1",194.86,31939,49983,15.7,4320281,31.01
1998,"M12","December","4.1","AL",4,"1",204.3,36266,55997,14.5,4351037,26.67
1999,"M12","December","4.4","AL",4,"1",207.74,36251,54806,15.2,4369862,19.53
2000,"M12","December","4.2","AL",4,"1",214.65,35424,51798,13.3,4452173,-10.14
2001,"M12","December","5.8","AL",4,"1",225.97,35160,49989,15.9,4467634,-13.04
2002,"M12","December","5.7","AL",4,"1",233.58,37603,52633,14.5,4480089,-23.37
2003,"M12","December","5.7","AL",4,"1",241.22,37255,50988,15,4503491,26.38
2004,"M12","December","4.9","AL",4,"1",253.3,36629,48812,16.9,4530729,8.99
2005,"M12","December","3.9","AL",4,"1",273.66,37150,47885,16.7,4569805,3
2006,"M12","December","3.7","AL",4,"1",293.81,37952,47382,14.3,4628981,13.62
2007,"M12","December","4.3","AL",4,"1",302.95,42212,51248,14.5,4672840,3.53
2008,"M12","December","7.6","AL",4,"1",302.91,44476,51999,14.3,4718206,-38.49
2009,"M12","December","11.4","AL",4,"1",293.6,39980,46905,16.6,4757938,23.45
2010,"M12","December","9.8","AL",4,"1",286.59,40933,47244,17.2,4785298,12.78
2010,"M12","December","9.8","AL",4,"1",286.59,40933,47244,17.2,4785448,12.78
2011,"M12","December","7.9","AL",4,"1",279.65,42590,47654,15.4,4798834,0
2012,"M12","December","7.2","AL",4,"1",277.24,43464,47624,16.2,4815564,13.41
2013,"M12","December","6.8","AL",4,"1",273.27,47320,51092,18.5,4830460,29.6
2014,"M12","December","5.8","AL",4,"1",280.8,42278,44888,17.8,4842481,11.39
2015,"M12","December","5.8","AL",4,"1",288.68,44509,47175,16.3,4853160,-0.73
2016,"M12","December","5.4","AL",4,"1",297.16,47221,49412,16.2,4864745,9.54
2017,"M12","December","3.7","AL",4,"1",308.34,50865,52105,15.3,4875120,19.42
2017,"M12","December","3.7","AL",4,"1",308.34,50865,52105,15,4875120,19.42
2018,"M12","December","3.5","AL",4,"1",321.36,49936,49936,16,4887871,-6.24
1984,"M12","December","8.3","AR",4,"1",121.41,15674,36181,23.9,2319768,1.4
1985,"M12","December","8.6","AR",4,"1",124.84,17451,38946,22.9,2327046,26.33
1986,"M12","December","8.3","AR",4,"1",128.73,18730,41082,21.3,2331984,14.62
1987,"M12","December","7.6","AR",4,"1",124.5,18827,39921,21.8,2342355,2.03
1988,"M12","December","7.1","AR",4,"1",126.68,20172,41282,21.6,2342656,12.4
1989,"M12","December","6.6","AR",4,"1",127.6,21433,42025,18.3,2346358,27.25
1990,"M12","December","7.2","AR",4,"1",128.74,22786,42578,19.6,2354343,-6.56
1991,"M12","December","7.4","AR",4,"1",134.13,23435,42254,17.3,2370666,26.31
1992,"M12","December","6.5","AR",4,"1",137.59,23882,42015,17.5,2394098,4.46
1993,"M12","December","5.6","AR",4,"1",145.25,23039,39535,20,2423743,7.06
1994,"M12","December","4.7","AR",4,"1",152.54,25565,42972,15.3,2450605,-1.54
1995,"M12","December","4.8","AR",4,"1",159.89,25814,42370,14.9,2480121,34.11
1996,"M12","December","5.2","AR",4,"1",164.36,27123,43364,17.2,2504858,20.26
1997,"M12","December","5.1","AR",4,"1",170.3,26162,40942,19.7,2524007,31.01
1998,"M12","December","4.8","AR",4,"1",177,27665,42716,14.7,2538202,26.67
1999,"M12","December","4.3","AR",4,"1",179.18,29682,44875,14.7,2551373,19.53
2000,"M12","December","4.1","AR",4,"1",185.45,29697,43424,16.5,2678588,-10.14
2001,"M12","December","5.3","AR",4,"1",195.1,33339,47400,17.8,2691571,-13.04
2002,"M12","December","5.4","AR",4,"1",202.4,32387,45332,19.8,2705927,-23.37
2003,"M12","December","5.6","AR",4,"1",210.79,32002,43798,17.8,2724816,26.38
2004,"M12","December","5.4","AR",4,"1",224.53,34984,46620,15.1,2749686,8.99
2005,"M12","December","4.9","AR",4,"1",241.2,36658,47250,13.8,2781097,3
2006,"M12","December","5.0","AR",4,"1",253.1,37057,46265,17.7,2821761,13.62
2007,"M12","December","5.2","AR",4,"1",257.79,40795,49527,13.8,2848650,3.53
2008,"M12","December","6.6","AR",4,"1",254.97,39586,46282,15.3,2874554,-38.49
2009,"M12","December","8.1","AR",4,"1",248.93,36538,42867,18.9,2896843,23.45
2010,"M12","December","8.2","AR",4,"1",245.65,38587,44536,15.3,2921606,12.78
2010,"M12","December","8.2","AR",4,"1",245.65,38587,44536,15.3,2921978,12.78
2011,"M12","December","7.8","AR",4,"1",243.52,41302,46213,18.7,2940407,0
2012,"M12","December","7.4","AR",4,"1",245.57,39018,42752,20.1,2952109,13.41
2013,"M12","December","6.7","AR",4,"1",246.69,39376,42515,13.9,2959549,29.6
2014,"M12","December","5.5","AR",4,"1",253.16,44922,47695,18.4,2967726,11.39
2015,"M12","December","4.2","AR",4,"1",259.63,42798,45362,16.1,2978407,-0.73
2016,"M12","December","3.6","AR",4,"1",267.12,45907,48037,16,2990410,9.54
2017,"M12","December","3.6","AR",4,"1",277.42,49751,50964,14.9,3002997,19.42
2017,"M12","December","3.6","AR",4,"1",277.42,49751,50964,14.8,3002997,19.42
2018,"M12","December","3.5","AR",4,"1",288.17,49781,49781,15.9,3013825,-6.24
1984,"M12","December","5.3","AZ",4,"1",122.13,21425,49457,18.2,3067135,1.4
1985,"M12","December","5.9","AZ",4,"1",128.74,23877,53287,10.7,3183538,26.33
1986,"M12","December","6.5","AZ",4,"1",133.14,25500,55931,14.3,3308262,14.62
1987,"M12","December","5.7","AZ",4,"1",133.34,26749,56719,12.8,3437103,2.03
1988,"M12","December","5.7","AZ",4,"1",134.41,26435,54099,14.1,3535183,12.4
1989,"M12","December","4.5","AZ",4,"1",133.65,28552,55984,14.1,3622185,27.25
1990,"M12","December","4.8","AZ",4,"1",132.55,29224,54609,13.7,3679056,-6.56
1991,"M12","December","6.8","AZ",4,"1",139.04,30737,55420,14.8,3762394,26.31
1992,"M12","December","6.7","AZ",4,"1",141.17,29358,51649,15.8,3867333,4.46
1993,"M12","December","5.6","AZ",4,"1",145.93,30510,52355,15.4,3993390,7.06
1994,"M12","December","5.1","AZ",4,"1",153.42,31293,52601,15.9,4147561,-1.54
1995,"M12","December","4.9","AZ",4,"1",163.18,30863,50658,16.1,4306908,34.11
1996,"M12","December","5.0","AZ",4,"1",169.37,31637,50581,20.5,4432308,20.26
1997,"M12","December","3.9","AZ",4,"1",177.88,32740,51237,17.2,4552207,31.01
1998,"M12","December","4.0","AZ",4,"1",186.52,37090,57269,16.6,4667277,26.67
1999,"M12","December","3.7","AZ",4,"1",195.48,36995,55931,12.2,4778332,19.53
2000,"M12","December","3.5","AZ",4,"1",208.02,39783,58172,11.7,5160586,-10.14
2001,"M12","December","5.3","AZ",4,"1",221.33,42704,60715,14.6,5273477,-13.04
2002,"M12","December","5.7","AZ",4,"1",233.9,39734,55616,13.5,5396255,-23.37
2003,"M12","December","4.9","AZ",4,"1",251.04,41166,56340,13.5,5510364,26.38
2004,"M12","December","4.4","AZ",4,"1",291.47,43846,58430,14.4,5652404,8.99
2005,"M12","December","4.2","AZ",4,"1",395.58,45245,58319,15.2,5839077,3
2006,"M12","December","3.6","AZ",4,"1",426.21,46657,58250,14.4,6029141,13.62
2007,"M12","December","4.2","AZ",4,"1",404.39,47215,57321,14.3,6167681,3.53
2008,"M12","December","7.8","AZ",4,"1",329.24,46914,54849,18,6280362,-38.49
2009,"M12","December","10.6","AZ",4,"1",280.24,45739,53662,21.2,6343154,23.45
2010,"M12","December","9.6","AZ",4,"1",255.6,46896,54127,18.8,6413737,12.78
2010,"M12","December","9.6","AZ",4,"1",255.6,46896,54127,18.8,6407774,12.78
2011,"M12","December","8.5","AZ",4,"1",236.8,48621,54403,17.2,6473497,0
2012,"M12","December","7.7","AZ",4,"1",255.59,47044,51546,19,6556629,13.41
2013,"M12","December","7.0","AZ",4,"1",290.81,52611,56805,17.8,6634999,29.6
2014,"M12","December","6.1","AZ",4,"1",309.72,49254,52294,21.2,6733840,11.39
2015,"M12","December","5.4","AZ",4,"1",330.43,52248,55378,17.2,6833596,-0.73
2016,"M12","December","4.8","AZ",4,"1",352.56,57100,59750,16.1,6945452,9.54
2017,"M12","December","4.5","AZ",4,"1",380.82,59700,61155,13.6,7048876,19.42
2017,"M12","December","4.5","AZ",4,"1",380.82,59700,61155,13.2,7048876,19.42
2018,"M12","December","4.7","AZ",4,"1",412.29,62283,62283,12.8,7171646,-6.24
1984,"M12","December","7.1","CA",4,"1",122.88,25287,58372,13.2,25844393,1.4
1985,"M12","December","6.5","CA",4,"1",130.67,26981,60215,13.6,26441109,26.33
1986,"M12","December","6.0","CA",4,"1",141.15,29010,63629,12.7,27102237,14.62
1987,"M12","December","5.0","CA",4,"1",157.31,30146,63922,12.3,27777158,2.03
1988,"M12","December","4.8","CA",4,"1",187.65,30287,61982,13.2,28464249,12.4
1989,"M12","December","4.9","CA",4,"1",224.85,33009,64723,12.9,29218164,27.25
1990,"M12","December","6.6","CA",4,"1",228.75,33290,62206,13.9,29950111,-6.56
1991,"M12","December","8.0","CA",4,"1",228.82,33664,60697,15.7,30414114,26.31
1992,"M12","December","9.5","CA",4,"1",222.71,34903,61404,16.4,30875920,4.46
1993,"M12","December","8.7","CA",4,"1",214.21,34073,58470,18.2,31147208,7.06
1994,"M12","December","7.3","CA",4,"1",200.93,35331,59388,17.9,31317179,-1.54
1995,"M12","December","7.3","CA",4,"1",203.57,37009,60745,16.7,31493525,34.11
1996,"M12","December","6.5","CA",4,"1",201.58,38812,62052,16.9,31780829,20.26
1997,"M12","December","5.8","CA",4,"1",212.24,39694,62120,16.6,32217708,31.01
1998,"M12","December","5.4","CA",4,"1",231.65,40934,63204,15.4,32682794,26.67
1999,"M12","December","4.7","CA",4,"1",249.92,43629,65961,14,33145121,19.53
2000,"M12","December","4.4","CA",4,"1",285.32,46816,68456,12.7,33987977,-10.14
2001,"M12","December","6.1","CA",4,"1",316.19,47262,67195,12.6,34479458,-13.04
2002,"M12","December","6.7","CA",4,"1",358.46,47437,66397,13.1,34871843,-23.37
2003,"M12","December","6.2","CA",4,"1",410.96,49300,67473,13.1,35253159,26.38
2004,"M12","December","5.7","CA",4,"1",515.57,49222,65594,13.2,35574576,8.99
2005,"M12","December","4.9","CA",4,"1",624.33,51755,66710,13.2,35827943,3
2006,"M12","December","4.7","CA",4,"1",641.3,55319,69065,12.2,36021202,13.62
2007,"M12","December","5.9","CA",4,"1",574.33,55734,67664,12.7,36250311,3.53
2008,"M12","December","9.0","CA",4,"1",443.81,57014,66658,14.6,36604337,-38.49
2009,"M12","December","11.8","CA",4,"1",411.66,56134,65858,15.3,36961229,23.45
2010,"M12","December","12.1","CA",4,"1",404.97,54283,62652,16.3,37349363,12.78
2010,"M12","December","12.1","CA",4,"1",404.97,54283,62652,16.3,37320903,12.78
2011,"M12","December","11.0","CA",4,"1",384.4,53367,59713,16.9,37641823,0
2012,"M12","December","9.6","CA",4,"1",396.99,57020,62477,15.9,37960782,13.41
2013,"M12","December","8.0","CA",4,"1",463.23,60794,65640,15.1,38280824,29.6
2014,"M12","December","6.6","CA",4,"1",501.58,60487,64221,15.8,38625139,11.39
2015,"M12","December","5.6","CA",4,"1",539.46,63636,67448,13.9,38953142,-0.73
2016,"M12","December","5.1","CA",4,"1",575.39,66637,69729,13.9,39209127,9.54
2017,"M12","December","4.3","CA",4,"1",619.16,70038,71745,12.1,39399349,19.42
2017,"M12","December","4.3","CA",4,"1",619.16,70038,71745,12.4,39399349,19.42
2018,"M12","December","4.2","CA",4,"1",653.24,70489,70489,11.9,39557045,-6.24
1984,"M12","December","5.5","CO",4,"1",124.23,25801,59558,8.9,3169992,1.4
1985,"M12","December","6.3","CO",4,"1",124.83,28182,62895,10.2,3208723,26.33
1986,"M12","December","8.2","CO",4,"1",128.52,27192,59642,13.5,3237450,14.62
1987,"M12","December","6.9","CO",4,"1",124.82,26476,56140,12.5,3260480,2.03
1988,"M12","December","5.7","CO",4,"1",123.59,26214,53647,12.5,3262281,12.4
1989,"M12","December","5.5","CO",4,"1",126.91,26806,52560,12.1,3275818,27.25
1990,"M12","December","4.9","CO",4,"1",129.56,30733,57428,13.7,3303862,-6.56
1991,"M12","December","5.5","CO",4,"1",136.05,31499,56793,10.4,3367567,26.31
1992,"M12","December","6.0","CO",4,"1",146.98,32484,57148,10.8,3459995,4.46
1993,"M12","December","4.4","CO",4,"1",161.58,34488,59182,9.9,3560884,7.06
1994,"M12","December","3.4","CO",4,"1",179.55,37833,63594,9,3653910,-1.54
1995,"M12","December","3.9","CO",4,"1",193.53,40706,66813,8.8,3738061,34.11
1996,"M12","December","3.6","CO",4,"1",203.65,40950,65470,10.6,3812716,20.26
1997,"M12","December","3.2","CO",4,"1",215.35,43233,67658,8.2,3891293,31.01
1998,"M12","December","3.1","CO",4,"1",227.86,46599,71951,9.2,3968967,26.67
1999,"M12","December","2.7","CO",4,"1",251.27,48177,72837,8.5,4056133,19.53
2000,"M12","December","2.5","CO",4,"1",280.43,48240,70538,9.8,4326921,-10.14
2001,"M12","December","5.1","CO",4,"1",302.12,49397,70231,8.7,4425687,-13.04
2002,"M12","December","5.6","CO",4,"1",315.38,48294,67597,9.8,4490406,-23.37
2003,"M12","December","5.7","CO",4,"1",322.74,49940,68349,9.7,4528732,26.38
2004,"M12","December","5.2","CO",4,"1",335.44,50886,67811,10,4575013,8.99
2005,"M12","December","4.7","CO",4,"1",352.43,50449,65026,11.4,4631888,3
2006,"M12","December","3.7","CO",4,"1",360.19,55697,69537,9.7,4720423,13.62
2007,"M12","December","4.0","CO",4,"1",360.49,61141,74228,9.8,4803868,3.53
2008,"M12","December","5.6","CO",4,"1",353.98,60943,71251,11,4889730,-38.49
2009,"M12","December","8.0","CO",4,"1",345.26,55930,65618,12.3,4972195,23.45
2010,"M12","December","8.8","CO",4,"1",340.28,60233,69520,12.3,5049071,12.78
2010,"M12","December","8.8","CO",4,"1",340.28,60233,69520,12.3,5048281,12.78
2011,"M12","December","8.1","CO",4,"1",332.09,58629,65601,13.2,5121771,0
2012,"M12","December","7.3","CO",4,"1",339.69,57255,62735,11.9,5193721,13.41
2013,"M12","December","5.9","CO",4,"1",364.09,67912,73325,10.7,5270482,29.6
2014,"M12","December","4.1","CO",4,"1",396.64,60940,64702,12.3,5351218,11.39
2015,"M12","December","3.4","CO",4,"1",442.9,66596,70585,9.9,5452107,-0.73
2016,"M12","December","2.7","CO",4,"1",486.81,70566,73841,8.5,5540921,9.54
2017,"M12","December","2.8","CO",4,"1",530.23,74984,76812,8.9,5615902,19.42
2017,"M12","December","2.8","CO",4,"1",530.23,74984,76812,7.7,5615902,19.42
2018,"M12","December","3.2","CO",4,"1",570.27,73034,73034,9.1,5695564,-6.24
1984,"M12","December","4.4","CT",4,"1",141.62,29951,69138,6.9,3180014,1.4
1985,"M12","December","3.7","CT",4,"1",168.38,31090,69385,7.6,3201131,26.33
1986,"M12","December","3.4","CT",4,"1",212.25,32721,71769,6,3223740,14.62
1987,"M12","December","2.6","CT",4,"1",257.11,32862,69681,6.6,3247291,2.03
1988,"M12","December","2.6","CT",4,"1",265.5,36213,74109,4,3271953,12.4
1989,"M12","December","4.3","CT",4,"1",260.83,42321,82981,2.9,3283403,27.25
1990,"M12","December","5.1","CT",4,"1",239.92,38870,72633,6,3289056,-6.56
1991,"M12","December","7.1","CT",4,"1",235.69,42154,76005,8.6,3288640,26.31
1992,"M12","December","7.3","CT",4,"1",232.7,40841,71851,9.8,3274997,4.46
1993,"M12","December","5.2","CT",4,"1",230.33,39516,67810,8.5,3272325,7.06
1994,"M12","December","5.1","CT",4,"1",217.65,41097,69080,10.8,3268346,-1.54
1995,"M12","December","4.8","CT",4,"1",224.65,40243,66054,9.7,3265293,34.11
1996,"M12","December","5.3","CT",4,"1",222.95,42119,67339,11.7,3267030,20.26
1997,"M12","December","3.5","CT",4,"1",230.08,43985,68835,8.6,3268514,31.01
1998,"M12","December","2.4","CT",4,"1",242.32,46508,71811,9.5,3272563,26.67
1999,"M12","December","2.3","CT",4,"1",256.42,50593,76489,7.2,3282031,19.53
2000,"M12","December","1.8","CT",4,"1",277.89,50172,73363,7.7,3411777,-10.14
2001,"M12","December","2.8","CT",4,"1",303.21,53347,75847,7.3,3432835,-13.04
2002,"M12","December","4.7","CT",4,"1",334.11,53387,74726,8.3,3458749,-23.37
2003,"M12","December","4.6","CT",4,"1",364.96,54965,75226,8.1,3484336,26.38
2004,"M12","December","4.2","CT",4,"1",410.61,55100,73427,10.1,3496094,8.99
2005,"M12","December","4.0","CT",4,"1",456.22,56835,73258,9.3,3506956,3
2006,"M12","December","3.7","CT",4,"1",467.42,62404,77910,8,3517460,13.62
2007,"M12","December","4.4","CT",4,"1",462.45,64141,77870,8.9,3527270,3.53
2008,"M12","December","6.1","CT",4,"1",433.47,64682,75623,8.1,3545579,-38.49
2009,"M12","December","8.3","CT",4,"1",410.67,64851,76085,8.4,3561807,23.45
2010,"M12","December","8.7","CT",4,"1",406.45,65998,76174,8.6,3577073,12.78
2010,"M12","December","8.7","CT",4,"1",406.45,65998,76174,8.6,3579125,12.78
2011,"M12","December","7.7","CT",4,"1",392.91,65415,73194,10.1,3588023,0
2012,"M12","December","7.6","CT",4,"1",384.76,64247,70396,10.3,3594395,13.41
2013,"M12","December","6.7","CT",4,"1",377.95,69291,74814,10.9,3594915,29.6
2014,"M12","December","5.6","CT",4,"1",382.44,70161,74492,8.6,3594783,11.39
2015,"M12","December","5.0","CT",4,"1",385.7,72889,77255,9.1,3587509,-0.73
2016,"M12","December","4.3","CT",4,"1",392.39,75923,79446,9.8,3578674,9.54
2017,"M12","December","4.0","CT",4,"1",395.97,74304,76115,10.6,3573880,19.42
2017,"M12","December","4.0","CT",4,"1",395.97,74304,76115,10.9,3573880,19.42
1984,"M12","December","5.2","DE",4,"1",134.25,25819,59600,10.3,611565,1.4
1985,"M12","December","3.8","DE",4,"1",146.36,22980,51285,11.4,618280,26.33
1986,"M12","December","2.6","DE",4,"1",165.54,25626,56207,12.4,627559,14.62
1987,"M12","December","2.6","DE",4,"1",188.47,29244,62009,6.6,636947,2.03
1988,"M12","December","2.7","DE",4,"1",207.61,30505,62428,8.6,647622,12.4
1989,"M12","December","3.2","DE",4,"1",224.35,32068,62878,10,658273,27.25
1990,"M12","December","6.3","DE",4,"1",224.82,30804,57561,6.9,669063,-6.56
1991,"M12","December","5.1","DE",4,"1",232.14,32585,58752,7.5,680495,26.31
1992,"M12","December","4.4","DE",4,"1",233.85,35678,62767,7.8,690158,4.46
1993,"M12","December","4.9","DE",4,"1",233.78,36064,61886,10.2,699475,7.06
1994,"M12","December","3.6","DE",4,"1",226.92,35873,60299,8.3,708416,-1.54
1995,"M12","December","4.4","DE",4,"1",232.13,34928,57330,10.3,718265,34.11
1996,"M12","December","4.6","DE",4,"1",235.58,39309,62847,8.6,727090,20.26
1997,"M12","December","3.2","DE",4,"1",239.74,43033,67345,9.6,735024,31.01
1998,"M12","December","2.8","DE",4,"1",246.66,41458,64013,10.3,744066,26.67
1999,"M12","December","3.1","DE",4,"1",257.69,46628,70495,10.4,753538,19.53
2000,"M12","December","3.5","DE",4,"1",275.19,50365,73646,8.4,786373,-10.14
2001,"M12","December","3.3","DE",4,"1",295.4,49602,70522,6.7,795699,-13.04
2002,"M12","December","3.6","DE",4,"1",321.23,49650,69495,9.1,806169,-23.37
2003,"M12","December","3.5","DE",4,"1",353.23,49019,67088,7.3,818003,26.38
2004,"M12","December","3.6","DE",4,"1",407.08,48049,64031,9,830803,8.99
2005,"M12","December","3.8","DE",4,"1",465.44,51235,66039,9.2,845150,3
2006,"M12","December","2.9","DE",4,"1",497.28,52438,65468,9.3,859268,13.62
2007,"M12","December","3.4","DE",4,"1",497.09,54589,66274,9.3,871749,3.53
2008,"M12","December","6.3","DE",4,"1",470.13,50702,59278,9.6,883874,-38.49
2009,"M12","December","8.4","DE",4,"1",443.54,52114,61141,12.3,891730,23.45
2010,"M12","December","7.6","DE",4,"1",432.15,55214,63727,12.2,899769,12.78
2010,"M12","December","7.6","DE",4,"1",432.15,55214,63727,12.2,899595,12.78
2011,"M12","December","6.7","DE",4,"1",410.47,54660,61160,13.7,907316,0
2012,"M12","December","6.8","DE",4,"1",404.57,48972,53659,13.5,915188,13.41
2013,"M12","December","5.7","DE",4,"1",409.55,54091,58402,11.2,923638,29.6
2014,"M12","December","4.6","DE",4,"1",415.8,57522,61073,11,932596,11.39
2015,"M12","December","4.2","DE",4,"1",427.14,57756,61216,11.1,941413,-0.73
2016,"M12","December","4.1","DE",4,"1",440.6,58046,60740,11.6,949216,9.54
2017,"M12","December","3.8","DE",4,"1",447.88,64961,66545,8.8,957078,19.42
2017,"M12","December","3.8","DE",4,"1",447.88,64961,66545,9.2,957078,19.42
2018,"M12","December","3.1","DE",4,"1",463.7,65012,65012,7.4,967171,-6.24
2018,"M12","December","3.1","DE",4,"1",463.7,65012,65012,7.4,967171,-6.24
1984,"M12","December","5.8","FL",4,"1",127.05,19785,45671,15.1,11039925,1.4
1985,"M12","December","5.3","FL",4,"1",130.61,21343,47632,13.4,11351118,26.33
1986,"M12","December","5.2","FL",4,"1",136.47,22849,50116,11.4,11667505,14.62
1987,"M12","December","4.7","FL",4,"1",140.38,24489,51927,12.4,11997283,2.03
1988,"M12","December","4.9","FL",4,"1",147.13,25406,51993,13.6,12306395,12.4
1989,"M12","December","5.3","FL",4,"1",152.91,26085,51147,12.5,12637715,27.25
1990,"M12","December","6.4","FL",4,"1",153.35,26685,49864,14.4,13018365,-6.56
1991,"M12","December","7.9","FL",4,"1",158.05,27252,49136,15.4,13289497,26.31
1992,"M12","December","7.2","FL",4,"1",161.36,27349,48114,15.6,13504775,4.46
1993,"M12","December","6.4","FL",4,"1",166.23,28550,48992,17.8,13713593,7.06
1994,"M12","December","5.2","FL",4,"1",164.97,29294,49241,14.9,13961798,-1.54
1995,"M12","December","5.1","FL",4,"1",172.35,29745,48822,16.2,14185403,34.11
1996,"M12","December","4.6","FL",4,"1",174.53,30641,48989,14.2,14426911,20.26
1997,"M12","December","4.2","FL",4,"1",182.08,32455,50791,14.3,14683350,31.01
1998,"M12","December","3.6","FL",4,"1",190.75,34909,53901,13.1,14908230,26.67
1999,"M12","December","3.3","FL",4,"1",198.12,35831,54171,12.4,15111244,19.53
2000,"M12","December","3.3","FL",4,"1",214.4,38856,56817,11,16047515,-10.14
2001,"M12","December","5.8","FL",4,"1",236.89,36421,51782,12.7,16356966,-13.04
2002,"M12","December","5.2","FL",4,"1",261.87,38024,53222,12.6,16689370,-23.37
2003,"M12","December","4.5","FL",4,"1",293.51,38972,53338,12.7,17004085,26.38
2004,"M12","December","4.2","FL",4,"1",351.74,40535,54017,11.6,17415318,8.99
2005,"M12","December","3.0","FL",4,"1",448.25,42990,55412,11.1,17842038,3
2006,"M12","December","3.2","FL",4,"1",482.55,45676,57026,11.5,18166990,13.62
2007,"M12","December","4.7","FL",4,"1",444.69,45794,55596,12.5,18367842,3.53
2008,"M12","December","8.1","FL",4,"1",346.66,44857,52444,13.1,18527305,-38.49
2009,"M12","December","11.1","FL",4,"1",307.12,45631,53535,14.6,18652644,23.45
2010,"M12","December","10.7","FL",4,"1",290.76,44066,50860,16,18843326,12.78
2010,"M12","December","10.7","FL",4,"1",290.76,44066,50860,16,18845785,12.78
2011,"M12","December","9.0","FL",4,"1",273.76,45105,50468,14.9,19093352,0
