state,year,quarter,HPI
VA,2013,2,398.01
VA,2013,3,398.74
VA,2013,4,398.75
VA,2014,1,400.51
VA,2014,2,407.06
VA,2014,3,409.77
VA,2014,4,413.2
VA,2015,1,415.08
VA,2015,2,418.67
VA,2015,3,420.53
VA,2015,4,423.18
VA,2016,1,421.78
VA,2016,2,429.77
VA,2016,3,433.13
VA,2016,4,435.93
VA,2017,1,435.13
VA,2017,2,445.38
VA,2017,3,448.19
VA,2017,4,449.9
VA,2018,1,455.86
VA,2018,2,461.28
VA,2018,3,464.13
VA,2018,4,465.54
VA,2019,1,470.58
VA,2019,2,480.75
VA,2019,3,485.46
VA,2019,4,489.38
VA,2020,1,494.66
VA,2020,2,498.67
VT,1975,1,77.38
VT,1975,2,76.97
VT,1975,3,67.09
VT,1975,4,72.79
VT,1976,1,117.12
VT,1976,2,57.56
VT,1976,3,81.2
VT,1976,4,79.57
VT,1977,1,114.76
VT,1977,2,82.34
VT,1977,3,76.29
VT,1977,4,77.02
VT,1978,1,90.82
VT,1978,2,92.06
VT,1978,3,99.58
VT,1978,4,87.52
VT,1979,1,94.55
VT,1979,2,88.03
VT,1979,3,95.54
VT,1979,4,108.99
VT,1980,1,100
VT,1980,2,101
VT,1980,3,104.67
VT,1980,4,110.33
VT,1981,1,110.47
VT,1981,2,108.42
VT,1981,3,101.72
VT,1981,4,62.99
VT,1982,1,122.36
VT,1982,2,117.06
VT,1982,3,107.57
VT,1982,4,114.01
VT,1983,1,117.78
VT,1983,2,112.61
VT,1983,3,118.14
VT,1983,4,123.45
VT,1984,1,121.96
VT,1984,2,123.54
VT,1984,3,126.18
VT,1984,4,126.9
VT,1985,1,129.57
VT,1985,2,134.62
VT,1985,3,136.19
VT,1985,4,139.14
VT,1986,1,144.27
VT,1986,2,146.59
VT,1986,3,152.31
VT,1986,4,158.48
VT,1987,1,163.65
VT,1987,2,168.56
VT,1987,3,172.71
VT,1987,4,182.36
VT,1988,1,186.76
VT,1988,2,194.79
VT,1988,3,201.3
VT,1988,4,203.09
VT,1989,1,206.76
VT,1989,2,212.19
VT,1989,3,215.75
VT,1989,4,217.73
VT,1990,1,215.67
VT,1990,2,216.88
VT,1990,3,214.64
VT,1990,4,216.33
VT,1991,1,213.29
VT,1991,2,213.93
VT,1991,3,213.05
VT,1991,4,213.77
VT,1992,1,213.94
VT,1992,2,214.68
VT,1992,3,216.53
VT,1992,4,216.82
VT,1993,1,216.08
VT,1993,2,217.22
VT,1993,3,217.84
VT,1993,4,218.7
VT,1994,1,219.48
VT,1994,2,217.18
VT,1994,3,217.44
VT,1994,4,217.8
VT,1995,1,215.09
VT,1995,2,220.2
VT,1995,3,220.63
VT,1995,4,221.75
VT,1996,1,225.59
VT,1996,2,222.32
VT,1996,3,220.99
VT,1996,4,221.2
VT,1997,1,225.5
VT,1997,2,222.46
VT,1997,3,225.33
VT,1997,4,225.28
VT,1998,1,228.94
VT,1998,2,228.95
VT,1998,3,229.48
VT,1998,4,232.67
VT,1999,1,235.18
VT,1999,2,236.87
VT,1999,3,241.98
VT,1999,4,244.37
VT,2000,1,250.43
VT,2000,2,254.52
VT,2000,3,259.57
VT,2000,4,264.49
VT,2001,1,268.9
VT,2001,2,274.26
VT,2001,3,280.75
VT,2001,4,284.2
VT,2002,1,289.95
VT,2002,2,296.48
VT,2002,3,301.66
VT,2002,4,304.35
VT,2003,1,307.77
VT,2003,2,312.88
VT,2003,3,321.06
VT,2003,4,337.51
VT,2004,1,342.23
VT,2004,2,352.04
VT,2004,3,374.93
VT,2004,4,382.53
VT,2005,1,393.79
VT,2005,2,407.16
VT,2005,3,421.87
VT,2005,4,430.45
VT,2006,1,436.68
VT,2006,2,446.53
VT,2006,3,447.97
VT,2006,4,455.14
VT,2007,1,458.27
VT,2007,2,457.91
VT,2007,3,458.86
VT,2007,4,456.89
VT,2008,1,463.51
VT,2008,2,457.2
VT,2008,3,454.43
VT,2008,4,453.49
VT,2009,1,454
VT,2009,2,447.55
VT,2009,3,444.83
VT,2009,4,441.07
VT,2010,1,441.21
VT,2010,2,439.51
VT,2010,3,440.5
VT,2010,4,441.97
VT,2011,1,438.76
VT,2011,2,433.89
VT,2011,3,434.74
VT,2011,4,440.24
VT,2012,1,438.42
VT,2012,2,436.57
VT,2012,3,437.78
VT,2012,4,438.23
VT,2013,1,440.2
VT,2013,2,435.95
VT,2013,3,437.76
VT,2013,4,437
VT,2014,1,432.57
VT,2014,2,439.2
VT,2014,3,440.73
VT,2014,4,439.62
VT,2015,1,442.59
VT,2015,2,447.71
VT,2015,3,447.7
VT,2015,4,445.31
VT,2016,1,445.57
VT,2016,2,453.57
VT,2016,3,457.72
VT,2016,4,455.31
VT,2017,1,457.96
VT,2017,2,461.06
VT,2017,3,463.77
VT,2017,4,470.78
VT,2018,1,472.74
VT,2018,2,479.84
VT,2018,3,479.71
VT,2018,4,480.3
VT,2019,1,487.03
VT,2019,2,494.97
VT,2019,3,502.18
VT,2019,4,504.87
VT,2020,1,512.5
VT,2020,2,512.95
WA,1975,1,46.08
WA,1975,2,47.07
WA,1975,3,49.31
WA,1975,4,47.91
WA,1976,1,50.26
WA,1976,2,53.42
WA,1976,3,56.35
WA,1976,4,57.61
WA,1977,1,59.6
WA,1977,2,62.72
WA,1977,3,67.28
WA,1977,4,70.66
WA,1978,1,74.31
WA,1978,2,79.51
WA,1978,3,83.8
WA,1978,4,86.67
WA,1979,1,88.6
WA,1979,2,93.8
WA,1979,3,95.77
WA,1979,4,98.03
WA,1980,1,100
WA,1980,2,100.36
WA,1980,3,103.26
WA,1980,4,102.05
WA,1981,1,99.94
WA,1981,2,104.79
WA,1981,3,105.68
WA,1981,4,105.97
WA,1982,1,105.98
WA,1982,2,103.54
WA,1982,3,99.54
WA,1982,4,105.62
WA,1983,1,106.86
WA,1983,2,105.85
WA,1983,3,104.31
WA,1983,4,104.96
WA,1984,1,107.17
WA,1984,2,107.83
WA,1984,3,109.32
WA,1984,4,110.19
WA,1985,1,110.72
WA,1985,2,111
WA,1985,3,111.67
WA,1985,4,112.13
WA,1986,1,113.6
WA,1986,2,114.2
WA,1986,3,114.72
WA,1986,4,115.93
WA,1987,1,117.03
WA,1987,2,117.94
WA,1987,3,118.71
WA,1987,4,119.43
WA,1988,1,121.69
WA,1988,2,123.55
WA,1988,3,126.12
WA,1988,4,127.55
WA,1989,1,132
WA,1989,2,137.63
WA,1989,3,144.21
WA,1989,4,152.75
WA,1990,1,163.83
WA,1990,2,173.05
WA,1990,3,175.75
WA,1990,4,177.24
WA,1991,1,181.29
WA,1991,2,183.04
WA,1991,3,183.76
WA,1991,4,187.58
WA,1992,1,188.49
WA,1992,2,190.2
WA,1992,3,192.87
WA,1992,4,194.83
WA,1993,1,195.68
WA,1993,2,197.8
WA,1993,3,200.5
WA,1993,4,202.84
WA,1994,1,205.33
WA,1994,2,209.21
WA,1994,3,210.52
WA,1994,4,209.91
WA,1995,1,212.07
WA,1995,2,214.57
WA,1995,3,217.64
WA,1995,4,219.31
WA,1996,1,221.33
WA,1996,2,221.54
WA,1996,3,222.77
WA,1996,4,224.71
WA,1997,1,226.24
WA,1997,2,229.11
WA,1997,3,233.93
WA,1997,4,236.98
WA,1998,1,241.49
WA,1998,2,245.02
WA,1998,3,249.54
WA,1998,4,252.46
WA,1999,1,254.87
WA,1999,2,259.32
WA,1999,3,262.29
WA,1999,4,264.36
WA,2000,1,269
WA,2000,2,271.73
WA,2000,3,275.42
WA,2000,4,278.91
WA,2001,1,285.71
WA,2001,2,289.56
WA,2001,3,292.49
WA,2001,4,294.47
WA,2002,1,298.07
WA,2002,2,301.66
WA,2002,3,305.37
WA,2002,4,307.96
WA,2003,1,310.48
WA,2003,2,313.15
WA,2003,3,317.02
WA,2003,4,325.07
WA,2004,1,330
WA,2004,2,339.84
WA,2004,3,354.03
WA,2004,4,362.21
WA,2005,1,373.88
WA,2005,2,393.74
WA,2005,3,411.13
WA,2005,4,428.4
WA,2006,1,443.63
WA,2006,2,459.07
WA,2006,3,472.54
WA,2006,4,482.71
WA,2007,1,491.41
WA,2007,2,496.88
WA,2007,3,498.13
WA,2007,4,500.92
WA,2008,1,499.48
WA,2008,2,489.63
WA,2008,3,474.98
WA,2008,4,469.92
WA,2009,1,466.26
WA,2009,2,446.27
WA,2009,3,431.33
WA,2009,4,425.66
WA,2010,1,418.14
WA,2010,2,413.41
WA,2010,3,413.21
WA,2010,4,405.94
WA,2011,1,392.24
WA,2011,2,382.45
WA,2011,3,383.55
WA,2011,4,383.8
WA,2012,1,377.6
WA,2012,2,374.62
WA,2012,3,381.39
WA,2012,4,385.9
WA,2013,1,388.78
WA,2013,2,396.14
WA,2013,3,404.65
WA,2013,4,408.67
WA,2014,1,413.37
WA,2014,2,424.34
WA,2014,3,433.2
WA,2014,4,437.6
WA,2015,1,442.89
WA,2015,2,456.47
WA,2015,3,469.59
WA,2015,4,477.76
WA,2016,1,487.1
WA,2016,2,504.55
WA,2016,3,519.66
WA,2016,4,527.44
WA,2017,1,539
WA,2017,2,559.97
WA,2017,3,577.49
WA,2017,4,586.26
WA,2018,1,600.52
WA,2018,2,623.77
WA,2018,3,631.1
WA,2018,4,632.92
WA,2019,1,641.24
WA,2019,2,654
WA,2019,3,662.3
WA,2019,4,669.81
WA,2020,1,678.68
WA,2020,2,688.85
WI,1975,1,61.95
WI,1975,2,62.83
WI,1975,3,64.32
WI,1975,4,68.97
WI,1976,1,65.67
WI,1976,2,65.44
WI,1976,3,67.66
WI,1976,4,68.39
WI,1977,1,72.69
WI,1977,2,76.04
WI,1977,3,78.09
WI,1977,4,80.86
WI,1978,1,84.53
WI,1978,2,87.61
WI,1978,3,90.66
WI,1978,4,92.5
WI,1979,1,96.64
WI,1979,2,99.82
WI,1979,3,99.4
WI,1979,4,99.53
WI,1980,1,100
WI,1980,2,100.93
WI,1980,3,105.08
WI,1980,4,101.57
WI,1981,1,102.72
WI,1981,2,102.92
WI,1981,3,103.02
WI,1981,4,91.29
WI,1982,1,86.7
WI,1982,2,96.22
WI,1982,3,98.65
WI,1982,4,99.52
WI,1983,1,103.73
WI,1983,2,106.18
WI,1983,3,105.86
WI,1983,4,105.98
WI,1984,1,106.11
WI,1984,2,107.96
WI,1984,3,107.93
WI,1984,4,106.32
WI,1985,1,107.89
WI,1985,2,109.68
WI,1985,3,110.65
WI,1985,4,110.77
WI,1986,1,112.31
WI,1986,2,113.57
WI,1986,3,113.94
WI,1986,4,114.36
WI,1987,1,115.27
WI,1987,2,116.59
WI,1987,3,118.04
WI,1987,4,119.36
WI,1988,1,120.25
WI,1988,2,122.17
WI,1988,3,124.39
WI,1988,4,125.02
WI,1989,1,127.27
WI,1989,2,128.73
WI,1989,3,130.97
WI,1989,4,131.7
WI,1990,1,133.78
WI,1990,2,135.84
WI,1990,3,137.65
WI,1990,4,137.98
WI,1991,1,139.98
WI,1991,2,141.93
WI,1991,3,144.04
WI,1991,4,145.46
WI,1992,1,147.16
WI,1992,2,149.77
WI,1992,3,151.61
WI,1992,4,153.58
WI,1993,1,154.79
WI,1993,2,156.97
WI,1993,3,159.22
WI,1993,4,161.3
WI,1994,1,165.56
WI,1994,2,171.64
WI,1994,3,175.39
WI,1994,4,175.63
WI,1995,1,177.85
WI,1995,2,181.75
WI,1995,3,184.21
WI,1995,4,186.48
WI,1996,1,187.97
WI,1996,2,189.77
WI,1996,3,191.95
WI,1996,4,194.17
WI,1997,1,196.35
WI,1997,2,198.03
WI,1997,3,200.71
WI,1997,4,202.74
WI,1998,1,204.03
WI,1998,2,206.41
WI,1998,3,208.8
WI,1998,4,209.57
WI,1999,1,213.28
WI,1999,2,216.7
WI,1999,3,219.57
WI,1999,4,220.85
WI,2000,1,227.61
WI,2000,2,228.81
WI,2000,3,232.16
WI,2000,4,235
WI,2001,1,238.54
WI,2001,2,241.79
WI,2001,3,244.98
WI,2001,4,246.84
WI,2002,1,250.91
WI,2002,2,254.36
WI,2002,3,257.04
WI,2002,4,258.89
WI,2003,1,261.57
WI,2003,2,263.9
WI,2003,3,267.87
WI,2003,4,276.63
WI,2004,1,278.79
WI,2004,2,284.43
WI,2004,3,294.96
WI,2004,4,298.38
WI,2005,1,303.87
WI,2005,2,309.3
WI,2005,3,315.27
WI,2005,4,318.33
WI,2006,1,320.68
WI,2006,2,320.39
WI,2006,3,321.9
WI,2006,4,325.79
WI,2007,1,327.1
WI,2007,2,326.58
WI,2007,3,324.88
WI,2007,4,326.59
WI,2008,1,327.39
WI,2008,2,322.5
WI,2008,3,316.8
WI,2008,4,317.42
WI,2009,1,318.91
WI,2009,2,314.1
WI,2009,3,307.09
WI,2009,4,306.2
WI,2010,1,302.24
WI,2010,2,300.59
WI,2010,3,303.69
WI,2010,4,301.75
WI,2011,1,295.07
WI,2011,2,290.21
WI,2011,3,292.87
WI,2011,4,293.94
WI,2012,1,291.16
WI,2012,2,288.85
WI,2012,3,291.45
WI,2012,4,291.51
WI,2013,1,290.53
WI,2013,2,290.55
WI,2013,3,290.88
WI,2013,4,289.8
WI,2014,1,289.17
WI,2014,2,293.74
WI,2014,3,296.78
WI,2014,4,298.34
WI,2015,1,299.95
WI,2015,2,303.34
WI,2015,3,306.15
WI,2015,4,307.82
WI,2016,1,310.62
WI,2016,2,315.21
WI,2016,3,319.12
WI,2016,4,321.34
WI,2017,1,324.81
WI,2017,2,333.26
WI,2017,3,337.33
WI,2017,4,337.89
WI,2018,1,343.55
WI,2018,2,352.7
WI,2018,3,357.22
WI,2018,4,358.7
WI,2019,1,362.2
WI,2019,2,368.62
WI,2019,3,373
WI,2019,4,375.62
WI,2020,1,377.52
WI,2020,2,379.59
WV,1975,1,50.13
WV,1975,2,63.59
WV,1975,3,67.04
WV,1975,4,68.02
WV,1976,1,62.41
WV,1976,2,67.36
WV,1976,3,69.05
WV,1976,4,66.24
WV,1977,1,68.66
WV,1977,2,84.4
WV,1977,3,74.52
WV,1977,4,86.56
WV,1978,1,85.11
WV,1978,2,80.55
WV,1978,3,84.09
WV,1978,4,85.45
WV,1979,1,83.9
WV,1979,2,90.02
WV,1979,3,89.88
WV,1979,4,95.64
WV,1980,1,100
WV,1980,2,102.62
WV,1980,3,103.54
WV,1980,4,116.34
WV,1981,1,100.37
WV,1981,2,95.65
WV,1981,3,111.71
WV,1981,4,109.85
WV,1982,1,.
WV,1982,2,114.73
WV,1982,3,84.73
WV,1982,4,86.13
WV,1983,1,99.13
WV,1983,2,93
WV,1983,3,93.37
WV,1983,4,92.53
WV,1984,1,98.52
WV,1984,2,94.07
WV,1984,3,95.04
WV,1984,4,87.28
WV,1985,1,92.65
WV,1985,2,96.2
WV,1985,3,93.5
WV,1985,4,88.92
WV,1986,1,96.62
WV,1986,2,96.88
WV,1986,3,96.25
WV,1986,4,98.95
WV,1987,1,97.87
WV,1987,2,99.52
WV,1987,3,97.12
WV,1987,4,98.02
WV,1988,1,97.63
WV,1988,2,100.95
WV,1988,3,98.56
WV,1988,4,98.54
WV,1989,1,100.17
WV,1989,2,102.01
WV,1989,3,102.04
WV,1989,4,102.22
WV,1990,1,102.53
WV,1990,2,102.99
WV,1990,3,105.87
WV,1990,4,104.83
WV,1991,1,105.29
WV,1991,2,108.4
WV,1991,3,106.9
WV,1991,4,110.05
WV,1992,1,110.66
WV,1992,2,112.37
WV,1992,3,113.54
WV,1992,4,114.68
WV,1993,1,115.48
WV,1993,2,117.3
WV,1993,3,119.74
WV,1993,4,120.1
WV,1994,1,122.65
WV,1994,2,124.26
WV,1994,3,125.62
WV,1994,4,125.11
WV,1995,1,127.02
WV,1995,2,129.58
WV,1995,3,131.88
WV,1995,4,132.4
WV,1996,1,134.28
WV,1996,2,134.68
WV,1996,3,135.18
WV,1996,4,135.38
WV,1997,1,136.45
WV,1997,2,138.79
WV,1997,3,139.36
WV,1997,4,141.31
WV,1998,1,144.24
WV,1998,2,144.58
WV,1998,3,146.45
WV,1998,4,147.89
WV,1999,1,148.62
WV,1999,2,148.54
WV,1999,3,148.62
WV,1999,4,147.59
WV,2000,1,149.13
WV,2000,2,150
WV,2000,3,151.47
WV,2000,4,152.78
WV,2001,1,157.11
WV,2001,2,158.77
WV,2001,3,159.53
WV,2001,4,161.05
WV,2002,1,161.84
WV,2002,2,163.61
WV,2002,3,165.11
WV,2002,4,167.48
WV,2003,1,168.01
WV,2003,2,169.69
WV,2003,3,171.91
WV,2003,4,173.46
WV,2004,1,176.25
WV,2004,2,179.73
WV,2004,3,183
WV,2004,4,186.29
WV,2005,1,190.26
WV,2005,2,196.02
WV,2005,3,203.14
WV,2005,4,205.96
WV,2006,1,209.92
WV,2006,2,207.91
WV,2006,3,210.79
WV,2006,4,213.4
WV,2007,1,214.18
WV,2007,2,214.24
WV,2007,3,214.92
WV,2007,4,216.6
WV,2008,1,217.06
WV,2008,2,216.39
WV,2008,3,212.97
WV,2008,4,210.95
WV,2009,1,214.26
WV,2009,2,211.8
WV,2009,3,207.81
WV,2009,4,206.57
WV,2010,1,206.67
WV,2010,2,206.64
WV,2010,3,207.59
WV,2010,4,209.12
WV,2011,1,204.66
WV,2011,2,201.7
WV,2011,3,204.98
WV,2011,4,206.03
WV,2012,1,203.93
WV,2012,2,204.9
WV,2012,3,205.99
WV,2012,4,206.53
WV,2013,1,205.88
WV,2013,2,206.93
WV,2013,3,209.47
WV,2013,4,210.63
WV,2014,1,210.26
WV,2014,2,211.79
WV,2014,3,213.52
WV,2014,4,214.68
WV,2015,1,213.39
WV,2015,2,219.42
WV,2015,3,219.05
WV,2015,4,219.37
WV,2016,1,220.25
WV,2016,2,221.65
WV,2016,3,223.31
WV,2016,4,224.61
WV,2017,1,221.93
WV,2017,2,224.43
WV,2017,3,224.84
WV,2017,4,229.14
WV,2018,1,229.53
WV,2018,2,232.67
WV,2018,3,231.7
WV,2018,4,230.86
WV,2019,1,232.4
WV,2019,2,237.08
WV,2019,3,238.8
WV,2019,4,241.6
WV,2020,1,243.76
WV,2020,2,245.35
WY,1975,1,49.18
WY,1975,2,47.91
WY,1975,3,50.32
WY,1975,4,53.84
WY,1976,1,54.23
WY,1976,2,55.43
WY,1976,3,58.5
WY,1976,4,63.11
WY,1977,1,63.22
WY,1977,2,64.73
WY,1977,3,67.29
WY,1977,4,71.32
WY,1978,1,73.44
WY,1978,2,76.67
WY,1978,3,78.64
WY,1978,4,82.32
WY,1979,1,87.2
WY,1979,2,92.51
WY,1979,3,97.45
WY,1979,4,96.55
WY,1980,1,100
WY,1980,2,97.19
WY,1980,3,101.8
WY,1980,4,95.04
WY,1981,1,102.83
WY,1981,2,109.6
WY,1981,3,110.52
WY,1981,4,109.44
WY,1982,1,111.54
WY,1982,2,108.92
WY,1982,3,108.87
WY,1982,4,112.68
WY,1983,1,111.14
WY,1983,2,105.87
WY,1983,3,103.43
WY,1983,4,99.09
WY,1984,1,100.52
WY,1984,2,95.92
WY,1984,3,98.65
WY,1984,4,96.1
WY,1985,1,97.54
WY,1985,2,95.39
WY,1985,3,94.13
WY,1985,4,94.35
WY,1986,1,97.54
WY,1986,2,98.04
WY,1986,3,95.04
WY,1986,4,90.91
WY,1987,1,93.36
WY,1987,2,88.3
WY,1987,3,83.13
WY,1987,4,79.25
WY,1988,1,81.25
WY,1988,2,76.7
WY,1988,3,81.54
WY,1988,4,81.49
WY,1989,1,77.54
WY,1989,2,84.12
WY,1989,3,83.62
WY,1989,4,83.94
WY,1990,1,88.18
WY,1990,2,85.62
WY,1990,3,91.43
WY,1990,4,90.01
WY,1991,1,89.75
WY,1991,2,93.59
WY,1991,3,94.97
WY,1991,4,95.9
WY,1992,1,96.89
WY,1992,2,98.41
WY,1992,3,100.31
WY,1992,4,102.44
WY,1993,1,102.76
WY,1993,2,105.7
WY,1993,3,108.7
WY,1993,4,111.18
WY,1994,1,113.76
WY,1994,2,116.7
WY,1994,3,120.28
WY,1994,4,121.98
WY,1995,1,123.74
WY,1995,2,126.37
WY,1995,3,128.02
WY,1995,4,130.92
WY,1996,1,132.37
WY,1996,2,133.23
WY,1996,3,134.41
WY,1996,4,134.42
WY,1997,1,135.46
WY,1997,2,137
WY,1997,3,138.11
WY,1997,4,140.26
WY,1998,1,142.32
WY,1998,2,142.08
WY,1998,3,142.81
WY,1998,4,143.22
WY,1999,1,144
WY,1999,2,146.43
WY,1999,3,147.88
WY,1999,4,147.87
WY,2000,1,150.08
WY,2000,2,151.6
WY,2000,3,152.92
WY,2000,4,156.35
WY,2001,1,157.51
WY,2001,2,160.55
WY,2001,3,162.99
WY,2001,4,164.96
WY,2002,1,168.14
WY,2002,2,170.43
WY,2002,3,173.54
WY,2002,4,175.3
WY,2003,1,177.23
WY,2003,2,181.31
WY,2003,3,183.75
WY,2003,4,187.13
WY,2004,1,190.96
WY,2004,2,196.02
WY,2004,3,203.18
WY,2004,4,207.18
WY,2005,1,211.63
WY,2005,2,217.84
WY,2005,3,226.08
WY,2005,4,232.39
WY,2006,1,238.66
WY,2006,2,246.23
WY,2006,3,254.3
WY,2006,4,260.65
WY,2007,1,266.84
WY,2007,2,274.09
WY,2007,3,277.75
WY,2007,4,279.03
WY,2008,1,280.32
WY,2008,2,281.66
WY,2008,3,279.61
WY,2008,4,279.73
WY,2009,1,279.56
WY,2009,2,279.2
WY,2009,3,272.13
WY,2009,4,270.06
WY,2010,1,266.25
WY,2010,2,266.79
WY,2010,3,266.88
WY,2010,4,267.19
WY,2011,1,263.39
WY,2011,2,260.88
WY,2011,3,264.3
WY,2011,4,264.15
WY,2012,1,264.43
WY,2012,2,265.66
WY,2012,3,267.22
WY,2012,4,269.57
WY,2013,1,270.47
WY,2013,2,273.25
WY,2013,3,273.47
WY,2013,4,274.77
WY,2014,1,277.14
WY,2014,2,279.29
WY,2014,3,283.36
WY,2014,4,285.32
WY,2015,1,288.38
WY,2015,2,289.14
WY,2015,3,295.77
WY,2015,4,294.43
WY,2016,1,294.26
WY,2016,2,297.65
WY,2016,3,300.68
WY,2016,4,300.76
WY,2017,1,298.96
WY,2017,2,301.06
WY,2017,3,303.12
WY,2017,4,307.21
WY,2018,1,312.96
WY,2018,2,311.81
WY,2018,3,316.88
WY,2018,4,318.11
WY,2019,1,318.6
WY,2019,2,326.78
WY,2019,3,332.54
WY,2019,4,337.43
WY,2020,1,339.43
WY,2020,2,341.74
